solar_reward,grid_battery_reward,solar_battery_reward,soc,soc_grid,soc_solar,curr_lmp,net_load,a,total_rwd
0.00,-1114.75,0.00,23.25,23.25,0.00,44.29,-25.00,2,-1.11e+03
0.00,-1107.25,0.00,46.50,46.50,0.00,43.40,-25.00,2,-2.22e+03
0.00,-1085.00,0.00,69.75,69.75,0.00,32.92,-25.00,2,-3.31e+03
0.00,-823.00,0.00,93.00,93.00,0.00,44.10,-25.00,2,-4.13e+03
0.00,-1102.50,0.00,116.25,116.25,0.00,44.18,-25.00,2,-5.23e+03
0.00,-1104.50,0.00,139.50,139.50,0.00,44.27,-25.00,2,-6.34e+03
0.00,-1106.75,0.00,162.75,162.75,0.00,33.86,-25.00,2,-7.44e+03
0.00,-846.50,0.00,186.00,186.00,0.00,43.60,-25.00,2,-8.29e+03
0.00,-1090.00,0.00,209.25,209.25,0.00,40.94,-25.00,2,-9.38e+03
0.00,-1023.50,0.00,232.50,232.50,0.00,43.29,-25.00,2,-1.04e+04
0.00,-1082.25,0.00,255.75,255.75,0.00,37.84,-25.00,2,-1.15e+04
0.00,-946.00,0.00,279.00,279.00,0.00,39.65,-25.00,2,-1.24e+04
0.00,-991.25,0.00,302.25,302.25,0.00,46.22,-25.00,2,-1.34e+04
0.00,-1155.50,0.00,325.50,325.50,0.00,49.78,-25.00,2,-1.46e+04
0.00,0.00,0.00,325.50,325.50,0.00,51.60,0.00,1,-1.46e+04
0.00,0.00,0.00,325.50,325.50,0.00,45.15,0.00,1,-1.46e+04
0.00,-1128.75,0.00,348.75,348.75,0.00,59.51,-25.00,2,-1.57e+04
0.00,0.00,0.00,348.75,348.75,0.00,69.33,0.00,1,-1.57e+04
0.00,0.00,0.00,348.75,348.75,0.00,69.00,0.00,1,-1.57e+04
0.00,0.00,0.00,348.75,348.75,0.00,70.58,0.00,1,-1.57e+04
0.28,0.00,0.00,348.75,348.75,0.00,71.36,0.01,1,-1.57e+04
0.28,0.00,0.00,348.75,348.75,0.00,80.96,0.01,1,-1.57e+04
0.32,0.00,0.00,348.75,348.75,0.00,74.17,0.01,1,-1.57e+04
0.29,0.00,0.00,348.75,348.75,0.00,83.68,0.01,1,-1.57e+04
122.74,0.00,0.00,348.75,348.75,0.00,76.87,2.93,1,-1.56e+04
112.75,0.00,0.00,348.75,348.75,0.00,55.29,2.93,1,-1.55e+04
81.10,0.00,0.00,348.75,348.75,0.00,31.71,2.93,1,-1.54e+04
0.00,-746.24,0.00,372.00,370.64,1.36,47.72,-23.53,2,-1.61e+04
185.79,0.00,0.00,371.61,370.25,1.36,41.82,7.79,1,-1.60e+04
0.00,-882.68,0.00,394.48,389.49,4.98,29.04,-21.11,2,-1.68e+04
0.00,-59.30,0.00,399.58,390.98,8.61,-0.01,-2.04,2,-1.69e+04
-0.03,0.00,0.00,399.94,390.56,9.38,27.42,3.06,2,-1.69e+04
101.56,-0.00,0.00,399.97,390.56,9.40,9.43,3.70,2,-1.68e+04
35.16,-0.00,0.00,399.97,390.56,9.41,3.46,3.73,2,-1.68e+04
12.91,-0.00,0.00,399.97,390.56,9.41,-10.06,3.73,2,-1.67e+04
-37.53,0.00,0.00,399.97,390.56,9.41,0.01,3.73,2,-1.68e+04
0.03,-0.00,0.00,399.97,390.56,9.41,-9.03,3.07,2,-1.68e+04
-27.72,0.00,0.00,399.97,390.56,9.41,-16.26,3.07,2,-1.68e+04
-49.91,0.00,0.00,399.97,390.56,9.41,-17.62,3.07,2,-1.69e+04
-54.09,0.00,0.00,399.97,390.56,9.41,-17.34,3.07,2,-1.69e+04
-48.75,0.00,0.00,399.97,390.56,9.41,-19.01,2.81,2,-1.70e+04
-53.44,0.00,0.00,399.97,390.56,9.41,-20.45,2.81,2,-1.70e+04
-57.49,0.00,0.00,399.97,390.56,9.41,-20.76,2.81,2,-1.71e+04
-58.36,0.00,0.00,399.97,390.56,9.41,-20.87,2.81,2,-1.71e+04
-55.92,0.00,0.00,399.97,390.56,9.41,-20.86,2.68,2,-1.72e+04
-55.89,0.00,0.00,399.97,390.56,9.41,-24.97,2.68,2,-1.72e+04
-66.90,0.00,0.00,399.97,390.56,9.41,-32.72,2.68,2,-1.73e+04
-87.66,0.00,0.00,399.97,390.56,9.41,-32.71,2.68,2,-1.74e+04
-77.83,0.00,0.00,399.97,390.56,9.41,-33.35,2.38,2,-1.75e+04
-79.35,0.00,0.00,399.97,390.56,9.41,-35.39,2.38,2,-1.76e+04
-84.21,0.00,0.00,399.97,390.56,9.41,-43.48,2.38,2,-1.76e+04
-103.46,0.00,0.00,399.97,390.56,9.41,-32.84,2.38,2,-1.77e+04
-74.74,0.00,0.00,399.97,390.56,9.41,-33.52,2.28,2,-1.78e+04
-76.28,0.00,0.00,399.97,390.56,9.41,-32.94,2.28,2,-1.79e+04
-74.96,0.00,0.00,399.97,390.56,9.41,-43.55,2.28,2,-1.80e+04
-99.11,0.00,0.00,399.97,390.56,9.41,-35.70,2.28,2,-1.81e+04
-79.02,0.00,0.00,399.97,390.56,9.41,-30.77,2.21,2,-1.81e+04
-68.11,0.00,0.00,399.97,390.56,9.41,-26.00,2.21,2,-1.82e+04
-57.55,0.00,0.00,399.97,390.56,9.41,-29.38,2.21,2,-1.83e+04
-65.03,0.00,0.00,399.97,390.56,9.41,-24.86,2.21,2,-1.83e+04
-47.30,0.00,0.00,399.97,390.56,9.41,-21.05,1.90,2,-1.84e+04
-40.05,0.00,0.00,399.97,390.56,9.41,-19.73,1.90,2,-1.84e+04
-37.54,0.00,0.00,399.97,390.56,9.41,-16.36,1.90,2,-1.85e+04
-31.13,0.00,0.00,399.97,390.56,9.41,-15.95,1.90,2,-1.85e+04
-26.58,0.00,0.00,399.97,390.56,9.41,-3.00,1.67,2,-1.85e+04
-5.00,0.00,0.00,399.97,390.56,9.41,0.28,1.67,2,-1.85e+04
0.47,-0.00,0.00,399.97,390.56,9.41,39.30,1.67,2,-1.85e+04
65.49,-0.00,0.00,399.97,390.56,9.41,23.91,1.67,2,-1.85e+04
4.41,-0.00,0.00,399.97,390.56,9.41,36.17,0.18,2,-1.85e+04
6.67,-0.00,0.00,399.97,390.56,9.41,56.75,0.18,2,-1.84e+04
35.88,0.00,0.00,399.55,390.56,8.99,76.18,1.26,1,-1.84e+04
48.17,0.00,0.00,399.14,390.53,8.61,71.11,1.26,1,-1.84e+04
0.15,0.00,0.00,398.72,390.11,8.61,74.94,0.00,1,-1.84e+04
0.16,0.00,0.00,398.30,389.70,8.61,79.83,0.00,1,-1.84e+04
0.17,0.00,0.00,397.89,389.28,8.61,85.52,0.00,1,-1.84e+04
0.18,0.00,0.00,397.48,389.08,8.40,98.88,0.00,1,-1.84e+04
0.00,1767.28,531.68,372.06,369.86,2.20,88.06,23.25,0,-1.61e+04
0.00,0.00,0.00,371.67,369.86,1.81,84.23,0.00,1,-1.61e+04
0.00,0.00,0.00,371.29,369.86,1.43,68.29,0.00,1,-1.61e+04
0.00,0.00,0.00,370.90,369.54,1.36,76.86,0.00,1,-1.61e+04
0.00,0.00,0.00,370.51,369.15,1.36,69.89,0.00,1,-1.61e+04
0.00,0.00,0.00,370.13,368.76,1.36,64.28,0.00,1,-1.61e+04
0.00,0.00,0.00,369.74,368.38,1.36,54.26,0.00,1,-1.61e+04
0.00,0.00,0.00,369.36,367.99,1.36,72.86,0.00,1,-1.61e+04
0.00,0.00,0.00,368.97,367.61,1.36,68.99,0.00,1,-1.61e+04
0.00,0.00,0.00,368.59,367.22,1.36,62.85,0.00,1,-1.61e+04
0.00,0.00,0.00,368.20,366.84,1.36,52.42,0.00,1,-1.61e+04
0.00,0.00,0.00,367.82,366.46,1.36,69.83,0.00,1,-1.61e+04
0.00,0.00,0.00,367.44,366.07,1.36,61.42,0.00,1,-1.61e+04
0.00,0.00,0.00,367.05,365.69,1.36,58.42,0.00,1,-1.61e+04
0.00,0.00,0.00,366.67,365.31,1.36,54.13,0.00,1,-1.61e+04
0.00,0.00,0.00,366.29,364.93,1.36,70.74,0.00,1,-1.61e+04
0.00,0.00,0.00,365.91,364.54,1.36,69.54,0.00,1,-1.61e+04
0.00,0.00,0.00,365.53,364.16,1.36,68.37,0.00,1,-1.61e+04
0.00,0.00,0.00,365.15,363.78,1.36,53.44,0.00,1,-1.61e+04
0.00,0.00,0.00,364.77,363.40,1.36,61.96,0.00,1,-1.61e+04
0.00,0.00,0.00,364.39,363.02,1.36,64.66,0.00,1,-1.61e+04
0.00,0.00,0.00,364.01,362.64,1.36,64.75,0.00,1,-1.61e+04
0.00,0.00,0.00,363.63,362.26,1.36,53.99,0.00,1,-1.61e+04
0.00,0.00,0.00,363.25,361.88,1.36,64.60,0.00,1,-1.61e+04
0.00,0.00,0.00,362.87,361.51,1.36,64.64,0.00,1,-1.61e+04
0.00,0.00,0.00,362.49,361.13,1.36,67.12,0.00,1,-1.61e+04
0.00,0.00,0.00,362.11,360.75,1.36,54.94,0.00,1,-1.61e+04
0.00,0.00,0.00,361.74,360.37,1.36,63.78,0.00,1,-1.61e+04
0.00,0.00,0.00,361.36,360.00,1.36,67.33,0.00,1,-1.61e+04
0.00,0.00,0.00,360.98,359.62,1.36,67.48,0.00,1,-1.61e+04
0.00,0.00,0.00,360.61,359.24,1.36,62.14,0.00,1,-1.61e+04
0.00,0.00,0.00,360.23,358.87,1.36,57.62,0.00,1,-1.61e+04
0.00,0.00,0.00,359.86,358.49,1.36,67.26,0.00,1,-1.61e+04
0.00,0.00,0.00,359.86,358.49,1.36,68.09,0.00,1,-1.61e+04
0.00,0.00,0.00,359.86,358.49,1.36,66.12,0.00,1,-1.61e+04
0.00,0.00,0.00,359.86,358.49,1.36,67.87,0.00,1,-1.61e+04
0.00,0.00,0.00,359.86,358.49,1.36,67.65,0.00,1,-1.61e+04
0.00,0.00,0.00,359.86,358.49,1.36,74.31,0.00,1,-1.61e+04
0.00,0.00,0.00,359.86,358.49,1.36,74.52,0.00,1,-1.61e+04
0.00,0.00,0.00,359.86,358.49,1.36,75.89,0.00,1,-1.61e+04
0.89,0.00,0.00,359.86,358.49,1.36,94.75,0.02,1,-1.61e+04
1.11,2082.74,120.20,334.86,334.86,0.00,105.99,23.27,0,-1.39e+04
1.24,2464.27,0.00,309.86,309.86,0.00,89.59,23.27,0,-1.14e+04
1.05,0.00,0.00,309.86,309.86,0.00,76.21,0.02,1,-1.14e+04
120.53,0.00,0.00,309.86,309.86,0.00,71.02,3.16,1,-1.13e+04
112.33,0.00,0.00,309.86,309.86,0.00,51.14,3.16,1,-1.12e+04
80.88,0.00,0.00,309.86,309.86,0.00,27.02,3.16,1,-1.11e+04
0.00,-632.77,0.00,333.11,331.64,1.47,48.26,-23.42,2,-1.17e+04
198.14,0.00,0.00,333.11,331.64,1.47,71.11,8.21,1,-1.15e+04
291.95,0.00,0.00,333.11,331.64,1.47,38.43,8.21,1,-1.12e+04
0.00,-802.97,0.00,356.36,351.07,5.29,5.49,-20.89,2,-1.20e+04
0.00,-114.71,0.00,379.61,370.50,9.11,35.69,-20.89,2,-1.21e+04
0.00,-577.32,0.00,398.54,385.15,13.40,51.47,-16.18,2,-1.27e+04
237.38,0.00,0.00,398.13,384.73,13.40,7.44,9.22,1,-1.25e+04
17.31,-0.00,0.00,399.84,384.32,15.52,-6.63,2.33,2,-1.25e+04
-26.76,0.00,0.00,399.96,384.32,15.64,0.01,4.04,2,-1.25e+04
0.03,-0.00,0.00,399.97,384.32,15.65,-6.96,3.43,2,-1.25e+04
-23.94,0.00,0.00,399.97,384.32,15.65,-16.61,3.44,2,-1.25e+04
-57.14,0.00,0.00,399.97,384.32,15.65,-20.82,3.44,2,-1.26e+04
-71.62,0.00,0.00,399.97,384.32,15.65,-20.88,3.44,2,-1.26e+04
-63.54,0.00,0.00,399.97,384.32,15.65,-20.71,3.04,2,-1.27e+04
-63.02,0.00,0.00,399.97,384.32,15.65,-21.13,3.04,2,-1.28e+04
-64.30,0.00,0.00,399.97,384.32,15.65,-26.33,3.04,2,-1.28e+04
-80.13,0.00,0.00,399.97,384.32,15.65,-20.95,3.04,2,-1.29e+04
-61.34,0.00,0.00,399.97,384.32,15.65,-21.27,2.93,2,-1.30e+04
-62.28,0.00,0.00,399.97,384.32,15.65,-21.54,2.93,2,-1.30e+04
-63.07,0.00,0.00,399.97,384.32,15.65,-30.52,2.93,2,-1.31e+04
-89.36,0.00,0.00,399.97,384.32,15.65,-23.99,2.93,2,-1.32e+04
-67.90,0.00,0.00,399.97,384.32,15.65,-26.21,2.83,2,-1.33e+04
-74.18,0.00,0.00,399.97,384.32,15.65,-26.84,2.83,2,-1.33e+04
-75.97,0.00,0.00,399.97,384.32,15.65,-35.36,2.83,2,-1.34e+04
-100.08,0.00,0.00,399.97,384.32,15.65,-23.46,2.83,2,-1.35e+04
-65.17,0.00,0.00,399.97,384.32,15.65,-23.59,2.78,2,-1.36e+04
-65.53,0.00,0.00,399.97,384.32,15.65,-23.90,2.78,2,-1.36e+04
-66.39,0.00,0.00,399.97,384.32,15.65,-33.26,2.78,2,-1.37e+04
-92.39,0.00,0.00,399.97,384.32,15.65,-22.66,2.78,2,-1.38e+04
-56.22,0.00,0.00,399.97,384.32,15.65,-20.78,2.48,2,-1.39e+04
-51.55,0.00,0.00,399.97,384.32,15.65,-20.77,2.48,2,-1.39e+04
-51.53,0.00,0.00,399.97,384.32,15.65,-20.85,2.48,2,-1.40e+04
-51.73,0.00,0.00,399.97,384.32,15.65,-20.47,2.48,2,-1.40e+04
-40.80,0.00,0.00,399.97,384.32,15.65,-20.19,1.99,2,-1.40e+04
-40.24,0.00,0.00,399.97,384.32,15.65,-13.13,1.99,2,-1.41e+04
-26.17,0.00,0.00,399.97,384.32,15.65,-11.48,1.99,2,-1.41e+04
-22.88,0.00,0.00,399.97,384.32,15.65,-7.40,1.99,2,-1.41e+04
-14.41,0.00,0.00,399.97,384.32,15.65,-0.01,1.95,2,-1.42e+04
-0.02,0.00,0.00,399.97,384.32,15.65,24.07,1.95,2,-1.42e+04
46.87,-0.00,0.00,399.97,384.32,15.65,42.72,1.95,2,-1.41e+04
