solar_reward,grid_reward,soc,curr_lmp,net_load,a,total_rwd
0.00,-1067.22,25.00,41.56,-25.00,2,-1.07e+03
0.00,-1038.98,50.00,40.13,-25.00,2,-2.11e+03
0.00,-1003.23,75.00,39.25,-25.00,2,-3.11e+03
0.00,-981.23,100.00,41.87,-25.00,2,-4.09e+03
0.00,-1018.44,125.00,41.78,-24.32,2,-5.11e+03
0.00,-1016.25,150.00,41.27,-24.32,2,-6.13e+03
0.00,-1003.84,175.00,40.23,-24.32,2,-7.13e+03
0.00,-978.54,200.00,40.87,-24.32,2,-8.11e+03
0.00,-768.23,225.00,40.79,-18.80,2,-8.88e+03
0.00,-766.73,250.00,40.68,-18.80,2,-9.64e+03
0.00,-764.66,275.00,39.76,-18.80,2,-1.04e+04
0.00,-747.36,300.00,40.10,-18.80,2,-1.12e+04
0.00,-475.37,325.00,40.36,-11.85,2,-1.16e+04
0.00,-478.45,350.00,40.89,-11.85,2,-1.21e+04
0.00,-484.74,375.00,41.44,-11.85,2,-1.26e+04
0.00,-491.26,400.00,42.38,-11.85,2,-1.31e+04
665.11,-0.00,400.00,43.33,31.39,2,-1.24e+04
680.02,-0.00,400.00,46.24,31.39,2,-1.17e+04
725.69,-0.00,400.00,51.93,31.39,2,-1.10e+04
814.99,-0.00,400.00,49.26,31.39,2,-1.02e+04
797.37,-0.00,400.00,51.48,32.37,2,-9.40e+03
833.31,-0.00,400.00,48.78,32.37,2,-8.57e+03
789.60,-0.00,400.00,43.24,32.37,2,-7.78e+03
699.92,-0.00,400.00,42.45,32.37,2,-7.08e+03
714.76,-0.00,400.00,37.29,33.68,2,-6.36e+03
627.87,-0.00,400.00,29.54,33.68,2,-5.74e+03
497.38,-0.00,400.00,17.57,33.68,2,-5.24e+03
295.84,-0.00,400.00,21.96,33.68,2,-4.94e+03
385.23,-0.00,400.00,15.78,35.08,2,-4.56e+03
276.82,-0.00,400.00,16.82,35.08,2,-4.28e+03
295.06,-0.00,400.00,11.77,35.08,2,-3.99e+03
206.47,-0.00,400.00,19.84,35.08,2,-3.78e+03
351.18,-0.00,400.00,19.97,35.40,2,-3.43e+03
353.48,-0.00,400.00,18.58,35.40,2,-3.07e+03
328.88,-0.00,400.00,22.55,35.40,2,-2.75e+03
399.15,-0.00,400.00,23.78,35.40,2,-2.35e+03
396.52,-0.00,400.00,21.51,33.35,2,-1.95e+03
358.67,-0.00,400.00,24.37,33.35,2,-1.59e+03
406.36,-0.00,400.00,25.37,33.35,2,-1.18e+03
423.03,-0.00,400.00,25.31,33.35,2,-7.62e+02
393.03,-0.00,400.00,23.11,31.06,2,-3.69e+02
358.87,-0.00,400.00,31.51,31.06,2,-9.87e+00
489.31,-0.00,400.00,33.79,31.06,2,4.79e+02
524.72,-0.00,400.00,26.15,31.06,2,1.00e+03
