solar_reward,grid_battery_reward,solar_battery_reward,soc,soc_grid,soc_solar,curr_lmp,net_load,a,total_rwd
0.00,-1206.75,0.00,23.25,23.25,0.00,47.89,-25.00,2,-1.21e+03
0.00,-1197.25,0.00,46.50,46.50,0.00,46.86,-25.00,2,-2.40e+03
0.00,-1171.50,0.00,69.75,69.75,0.00,35.43,-25.00,2,-3.58e+03
0.00,-885.75,0.00,93.00,93.00,0.00,47.62,-25.00,2,-4.46e+03
0.00,0.00,0.00,93.00,93.00,0.00,47.66,0.00,1,-4.46e+03
0.00,0.00,0.00,93.00,93.00,0.00,47.66,0.00,1,-4.46e+03
0.00,0.00,0.00,93.00,93.00,0.00,36.33,0.00,1,-4.46e+03
0.00,-908.25,0.00,116.25,116.25,0.00,47.01,-25.00,2,-5.37e+03
0.00,0.00,0.00,116.25,116.25,0.00,44.13,0.00,1,-5.37e+03
0.00,0.00,0.00,116.25,116.25,0.00,46.64,0.00,1,-5.37e+03
0.00,0.00,0.00,116.25,116.25,0.00,40.67,0.00,1,-5.37e+03
0.00,-1016.75,0.00,139.50,139.50,0.00,42.58,-25.00,2,-6.39e+03
0.00,0.00,0.00,139.50,139.50,0.00,49.64,0.00,1,-6.39e+03
0.00,0.00,0.00,139.50,139.50,0.00,53.45,0.00,1,-6.39e+03
0.00,0.00,0.00,139.50,139.50,0.00,55.22,0.00,1,-6.39e+03
0.00,-1380.50,0.00,162.75,162.75,0.00,48.56,-25.00,2,-7.77e+03
0.00,-1214.00,0.00,186.00,186.00,0.00,64.11,-25.00,2,-8.98e+03
0.00,-1602.75,0.00,209.25,209.25,0.00,74.51,-25.00,2,-1.06e+04
0.00,0.00,0.00,209.25,209.25,0.00,74.08,0.00,1,-1.06e+04
0.00,0.00,0.00,209.25,209.25,0.00,76.65,0.00,1,-1.06e+04
0.00,-1916.25,0.00,232.50,232.50,0.00,77.95,-25.00,2,-1.25e+04
0.00,-1948.75,0.00,255.75,255.75,0.00,88.90,-25.00,2,-1.44e+04
0.00,0.00,0.00,255.75,255.75,0.00,81.33,0.00,1,-1.44e+04
0.00,0.00,0.00,255.75,255.75,0.00,83.68,0.00,1,-1.44e+04
249.50,0.00,0.00,255.75,255.75,0.00,76.87,5.96,1,-1.42e+04
229.20,0.00,0.00,255.75,255.75,0.00,55.29,5.96,1,-1.40e+04
164.85,1285.49,0.00,230.75,230.75,0.00,31.71,29.21,0,-1.25e+04
0.00,-698.20,0.00,254.00,251.23,2.77,51.42,-22.02,2,-1.32e+04
567.29,1062.91,132.60,229.00,229.00,0.00,45.68,45.32,0,-1.15e+04
503.97,1062.06,0.00,204.00,204.00,0.00,37.01,45.32,0,-9.89e+03
0.00,-516.94,0.00,227.25,216.99,10.26,-0.01,-13.97,2,-1.04e+04
-0.00,0.14,0.00,250.50,229.98,20.52,68.38,-13.97,2,-1.04e+04
970.80,937.35,652.49,225.50,215.24,10.26,20.15,51.64,0,-7.84e+03
0.00,-217.68,0.00,248.75,225.29,23.46,9.71,-10.80,2,-8.06e+03
0.00,-104.90,0.00,272.00,235.33,36.67,-10.49,-10.80,2,-8.17e+03
-0.00,113.32,0.00,295.25,245.38,49.87,9.15,-10.80,2,-8.05e+03
0.00,-136.74,0.00,318.50,259.28,59.22,-5.51,-14.94,2,-8.19e+03
-0.00,82.34,0.00,341.75,273.18,68.57,-17.02,-14.94,2,-8.11e+03
-0.00,254.35,0.00,365.00,287.07,77.93,-18.44,-14.94,2,-7.85e+03
-0.00,275.57,0.00,387.87,300.59,87.28,-18.13,-14.94,2,-7.58e+03
-0.00,79.93,0.00,399.12,304.29,94.84,-19.82,-4.41,2,-7.50e+03
-135.42,0.00,0.00,399.91,303.87,96.04,-21.30,6.83,2,-7.63e+03
-162.27,0.00,0.00,399.96,303.87,96.09,-21.58,7.62,2,-7.80e+03
-165.59,0.00,0.00,399.97,303.87,96.10,-21.73,7.67,2,-7.96e+03
-119.59,0.00,0.00,399.97,303.87,96.10,-21.71,5.50,2,-8.08e+03
-119.49,0.00,0.00,399.97,303.87,96.10,-25.99,5.50,2,-8.20e+03
-143.04,0.00,0.00,399.97,303.87,96.10,-33.89,5.50,2,-8.34e+03
-186.52,0.00,0.00,399.97,303.87,96.10,-33.88,5.50,2,-8.53e+03
-162.14,0.00,0.00,399.97,303.87,96.10,-34.58,4.79,2,-8.69e+03
-165.49,0.00,0.00,399.97,303.87,96.10,-36.62,4.79,2,-8.86e+03
-175.25,0.00,0.00,399.97,303.87,96.10,-44.76,4.79,2,-9.03e+03
-214.21,0.00,0.00,399.97,303.87,96.10,-33.93,4.79,2,-9.25e+03
-149.69,0.00,0.00,399.97,303.87,96.10,-34.60,4.41,2,-9.40e+03
-152.64,0.00,0.00,399.97,303.87,96.10,-34.05,4.41,2,-9.55e+03
-150.22,0.00,0.00,399.97,303.87,96.10,-44.78,4.41,2,-9.70e+03
-197.55,0.00,0.00,399.97,303.87,96.10,-36.72,4.41,2,-9.90e+03
-179.94,0.00,0.00,399.97,303.87,96.10,-31.79,4.90,2,-1.01e+04
-155.78,0.00,0.00,399.97,303.87,96.10,-26.89,4.90,2,-1.02e+04
-131.77,0.00,0.00,399.97,303.87,96.10,-30.38,4.90,2,-1.04e+04
-148.87,0.00,0.00,399.97,303.87,96.10,-25.73,4.90,2,-1.05e+04
-197.36,0.00,0.00,399.97,303.87,96.10,-21.83,7.67,2,-1.07e+04
-167.45,0.00,0.00,399.97,303.87,96.10,-20.49,7.67,2,-1.09e+04
-157.17,0.00,0.00,399.97,303.87,96.10,-17.08,7.67,2,-1.10e+04
-131.01,0.00,0.00,399.97,303.87,96.10,-16.71,7.67,2,-1.12e+04
-182.61,0.00,0.00,399.97,303.87,96.10,-3.17,10.93,2,-1.13e+04
-34.64,0.00,0.00,399.97,303.87,96.10,0.29,10.93,2,-1.14e+04
3.17,-0.00,0.00,399.97,303.87,96.10,42.06,10.93,2,-1.14e+04
459.65,-0.00,0.00,399.97,303.87,96.10,25.96,10.93,2,-1.09e+04
118.34,-0.00,0.00,399.97,303.87,96.10,39.58,4.56,2,-1.08e+04
198.16,0.00,0.00,399.55,303.87,95.68,62.32,10.01,1,-1.06e+04
312.01,0.00,0.00,399.14,303.87,95.26,83.83,10.01,1,-1.03e+04
419.69,1339.24,609.81,373.72,286.69,87.03,80.17,33.26,0,-7.92e+03
2.10,1007.85,856.10,348.33,273.18,75.16,84.06,23.30,0,-6.06e+03
2.20,1086.48,867.92,323.33,259.28,64.05,89.93,23.30,0,-4.10e+03
2.35,1162.35,928.53,298.33,245.38,52.95,96.37,23.30,0,-2.01e+03
2.52,900.42,1340.18,273.33,235.33,38.00,111.44,23.30,0,2.35e+02
0.00,1084.68,1506.30,248.33,224.87,23.46,98.71,23.25,0,2.83e+03
0.00,1082.94,1212.07,223.33,213.07,10.26,94.11,23.25,0,5.12e+03
0.00,1290.06,898.00,198.33,198.33,0.00,75.28,23.25,0,7.31e+03
0.00,1750.26,0.00,173.33,173.33,0.00,84.19,23.25,0,9.06e+03
0.00,1957.42,0.00,148.33,148.33,0.00,76.08,23.25,0,1.10e+04
0.00,1768.86,0.00,123.33,123.33,0.00,70.26,23.25,0,1.28e+04
0.00,1633.55,0.00,98.33,98.33,0.00,58.88,23.25,0,1.44e+04
0.00,0.00,0.00,98.33,98.33,0.00,78.79,0.00,1,1.44e+04
0.00,1831.87,0.00,73.33,73.33,0.00,74.41,23.25,0,1.63e+04
0.00,1730.03,0.00,48.33,48.33,0.00,67.87,23.25,0,1.80e+04
0.00,0.00,0.00,48.33,48.33,0.00,56.20,0.00,1,1.80e+04
0.00,-1405.00,0.00,71.58,71.58,0.00,74.35,-25.00,2,1.66e+04
