solar_reward,grid_battery_reward,solar_battery_reward,soc,soc_grid,soc_solar,curr_lmp,net_load,a,total_rwd
0.00,-1206.75,0.00,23.25,23.25,0.00,47.89,-25.00,2,-1.21e+03
0.00,-1197.25,0.00,46.50,46.50,0.00,46.86,-25.00,2,-2.40e+03
0.00,-1171.50,0.00,69.75,69.75,0.00,35.43,-25.00,2,-3.58e+03
0.00,-885.75,0.00,93.00,93.00,0.00,47.62,-25.00,2,-4.46e+03
0.00,0.00,0.00,93.00,93.00,0.00,47.66,0.00,1,-4.46e+03
0.00,0.00,0.00,93.00,93.00,0.00,47.66,0.00,1,-4.46e+03
0.00,0.00,0.00,93.00,93.00,0.00,36.33,0.00,1,-4.46e+03
0.00,-908.25,0.00,116.25,116.25,0.00,47.01,-25.00,2,-5.37e+03
0.00,0.00,0.00,116.25,116.25,0.00,44.13,0.00,1,-5.37e+03
0.00,0.00,0.00,116.25,116.25,0.00,46.64,0.00,1,-5.37e+03
0.00,0.00,0.00,116.25,116.25,0.00,40.67,0.00,1,-5.37e+03
0.00,-1016.75,0.00,139.50,139.50,0.00,42.58,-25.00,2,-6.39e+03
0.00,0.00,0.00,139.50,139.50,0.00,49.64,0.00,1,-6.39e+03
0.00,1154.13,0.00,114.50,114.50,0.00,53.45,23.25,0,-5.23e+03
0.00,1242.71,0.00,89.50,89.50,0.00,55.22,23.25,0,-3.99e+03
0.00,1283.87,0.00,64.50,64.50,0.00,48.56,23.25,0,-2.71e+03
0.00,0.00,0.00,64.50,64.50,0.00,64.11,0.00,1,-2.71e+03
0.00,1490.56,0.00,39.50,39.50,0.00,74.51,23.25,0,-1.21e+03
0.00,1732.36,0.00,14.50,14.50,0.00,74.08,23.25,0,5.17e+02
0.00,0.00,0.00,14.50,14.50,0.00,76.65,0.00,1,5.17e+02
0.00,0.00,0.00,14.50,14.50,0.00,77.95,0.00,1,5.17e+02
0.00,0.00,0.00,14.50,14.50,0.00,88.90,0.00,1,5.17e+02
0.00,0.00,0.00,14.50,14.50,0.00,81.33,0.00,1,5.17e+02
0.00,0.00,0.00,14.50,14.50,0.00,83.68,0.00,1,5.17e+02
249.50,1128.42,0.00,0.00,0.00,0.00,76.87,19.45,0,1.90e+03
229.20,0.00,0.00,0.00,0.00,0.00,55.29,5.96,0,2.12e+03
164.85,0.00,0.00,0.00,0.00,0.00,31.71,5.96,0,2.29e+03
94.55,0.00,0.00,0.00,0.00,0.00,51.42,5.96,0,2.38e+03
0.00,-718.21,0.00,23.25,12.99,10.26,45.68,-13.97,2,1.67e+03
0.00,-638.03,0.00,46.50,25.98,20.52,37.01,-13.97,2,1.03e+03
0.00,-516.94,0.00,69.75,38.97,30.78,-0.01,-13.97,2,5.11e+02
-0.00,0.14,0.00,93.00,51.96,41.04,68.38,-13.97,2,5.11e+02
970.80,937.35,652.49,68.00,37.22,30.78,20.15,51.64,0,3.07e+03
0.00,-217.68,0.00,91.25,47.27,43.98,9.71,-10.80,2,2.85e+03
0.00,-104.90,0.00,114.50,57.31,57.19,-10.49,-10.80,2,2.75e+03
-0.00,113.32,0.00,137.75,67.36,70.39,9.15,-10.80,2,2.86e+03
0.00,-136.74,0.00,161.00,81.26,79.74,-5.51,-14.94,2,2.73e+03
-0.00,82.34,0.00,184.25,95.15,89.10,-17.02,-14.94,2,2.81e+03
-0.00,254.35,0.00,207.50,109.05,98.45,-18.44,-14.94,2,3.06e+03
-0.00,275.57,0.00,230.75,122.95,107.80,-18.13,-14.94,2,3.34e+03
-0.00,305.93,0.00,254.00,138.64,115.36,-19.82,-16.87,2,3.64e+03
-0.00,334.45,0.00,277.25,154.34,122.91,-21.30,-16.87,2,3.98e+03
-0.00,359.43,0.00,300.50,170.03,130.47,-21.58,-16.87,2,4.34e+03
-0.00,364.15,0.00,323.75,185.72,138.03,-21.73,-16.87,2,4.70e+03
-0.00,413.92,0.00,347.00,203.44,143.56,-21.71,-19.05,2,5.12e+03
-0.00,413.54,0.00,370.25,221.15,149.10,-25.99,-19.05,2,5.53e+03
-0.00,495.06,0.00,393.11,238.48,154.63,-33.89,-19.05,2,6.02e+03
-0.00,45.53,0.00,399.49,239.32,160.17,-33.88,-1.34,2,6.07e+03
-145.92,0.00,0.00,399.94,238.91,161.03,-34.58,4.31,2,5.92e+03
-164.33,0.00,0.00,399.97,238.91,161.06,-36.62,4.75,2,5.76e+03
-175.17,0.00,0.00,399.97,238.91,161.06,-44.76,4.78,2,5.58e+03
-214.20,0.00,0.00,399.97,238.91,161.06,-33.93,4.79,2,5.37e+03
-149.69,0.00,0.00,399.97,238.91,161.06,-34.60,4.41,2,5.22e+03
-152.64,0.00,0.00,399.97,238.91,161.06,-34.05,4.41,2,5.07e+03
-150.22,0.00,0.00,399.97,238.91,161.06,-44.78,4.41,2,4.92e+03
-197.55,0.00,0.00,399.97,238.91,161.06,-36.72,4.41,2,4.72e+03
-179.94,0.00,0.00,399.97,238.91,161.06,-31.79,4.90,2,4.54e+03
-155.78,0.00,0.00,399.97,238.91,161.06,-26.89,4.90,2,4.38e+03
-131.77,0.00,0.00,399.97,238.91,161.06,-30.38,4.90,2,4.25e+03
-148.87,0.00,0.00,399.97,238.91,161.06,-25.73,4.90,2,4.10e+03
-197.36,0.00,0.00,399.97,238.91,161.06,-21.83,7.67,2,3.91e+03
-167.45,0.00,0.00,399.97,238.91,161.06,-20.49,7.67,2,3.74e+03
-157.17,0.00,0.00,399.97,238.91,161.06,-17.08,7.67,2,3.58e+03
-131.01,0.00,0.00,399.97,238.91,161.06,-16.71,7.67,2,3.45e+03
-182.61,0.00,0.00,399.97,238.91,161.06,-3.17,10.93,2,3.27e+03
-34.64,0.00,0.00,399.97,238.91,161.06,0.29,10.93,2,3.23e+03
3.17,-0.00,0.00,399.97,238.91,161.06,42.06,10.93,2,3.24e+03
478.49,709.51,268.39,374.55,220.77,153.78,25.96,46.00,0,4.69e+03
0.00,-519.03,0.00,397.41,239.36,158.05,39.58,-19.99,2,4.17e+03
198.16,669.19,251.04,372.00,220.77,151.23,62.32,33.26,0,5.29e+03
312.01,1026.94,422.00,346.61,203.05,143.56,83.83,33.26,0,7.05e+03
419.69,1517.52,431.53,321.61,183.58,138.03,80.17,33.26,0,9.42e+03
2.10,1300.53,563.42,296.61,166.14,130.47,84.06,23.30,0,1.13e+04
2.20,1363.64,590.76,271.61,148.70,122.91,89.93,23.30,0,1.32e+04
2.35,1458.86,632.01,246.61,131.25,115.36,96.37,23.30,0,1.53e+04
2.52,1563.33,677.27,221.61,113.81,107.80,111.44,23.30,0,1.76e+04
0.00,1621.73,969.25,196.61,98.16,98.45,98.71,23.25,0,2.02e+04
0.00,1436.48,858.53,171.61,82.52,89.10,94.11,23.25,0,2.25e+04
0.00,0.00,0.00,171.61,82.52,89.10,75.28,0.00,1,2.25e+04
0.00,-1882.00,0.00,194.86,105.77,89.10,84.19,-25.00,2,2.06e+04
0.00,1918.91,38.50,169.86,81.26,88.60,76.08,23.25,0,2.25e+04
0.00,983.33,785.53,144.86,67.36,77.50,70.26,23.25,0,2.43e+04
0.00,656.47,977.08,119.86,57.31,62.55,58.88,23.25,0,2.59e+04
0.00,550.14,818.82,94.86,47.27,47.59,78.79,23.25,0,2.73e+04
0.00,736.17,1095.70,69.86,37.22,32.64,74.41,23.25,0,2.91e+04
0.00,891.27,838.76,44.86,24.34,20.52,67.87,23.25,0,3.09e+04
0.00,0.00,0.00,44.86,24.34,20.52,56.20,0.00,1,3.09e+04
0.00,-1405.00,0.00,68.11,47.59,20.52,74.35,-25.00,2,2.95e+04
0.00,1728.64,0.00,43.11,22.59,20.52,65.28,23.25,0,3.12e+04
0.00,0.00,0.00,43.11,22.59,20.52,62.22,0.00,1,3.12e+04
