solar_reward,grid_reward,soc,curr_lmp,net_load,a,total_rwd
0.00,-1114.75,25.00,44.29,-25.00,2,-1.11e+03
0.00,-1107.25,50.00,43.40,-25.00,2,-2.22e+03
0.00,-1085.00,75.00,32.92,-25.00,2,-3.31e+03
0.00,-823.00,100.00,44.10,-25.00,2,-4.13e+03
0.00,-1102.50,125.00,44.18,-25.00,2,-5.23e+03
0.00,-1104.50,150.00,44.27,-25.00,2,-6.34e+03
0.00,-1106.75,175.00,33.86,-25.00,2,-7.44e+03
0.00,-846.50,200.00,43.60,-25.00,2,-8.29e+03
0.00,-1090.00,225.00,40.94,-25.00,2,-9.38e+03
0.00,-1023.50,250.00,43.29,-25.00,2,-1.04e+04
0.00,-1082.25,275.00,37.84,-25.00,2,-1.15e+04
0.00,-946.00,300.00,39.65,-25.00,2,-1.24e+04
0.00,-991.25,325.00,46.22,-25.00,2,-1.34e+04
0.00,-1155.50,350.00,49.78,-25.00,2,-1.46e+04
0.00,-1244.50,375.00,51.60,-25.00,2,-1.58e+04
0.00,-1290.00,400.00,45.15,-25.00,2,-1.71e+04
0.00,-0.00,400.00,59.51,0.00,2,-1.71e+04
0.00,-0.00,400.00,69.33,0.00,2,-1.71e+04
0.00,-0.00,400.00,69.00,0.00,2,-1.71e+04
0.00,-0.00,400.00,70.58,0.00,2,-1.71e+04
0.28,-0.00,400.00,71.36,0.01,2,-1.71e+04
0.28,-0.00,400.00,80.96,0.01,2,-1.71e+04
0.32,2024.00,375.00,74.17,25.01,0,-1.51e+04
0.29,1854.25,350.00,83.68,25.01,0,-1.32e+04
122.74,2092.00,325.00,76.87,27.93,0,-1.10e+04
112.75,1921.75,300.00,55.29,27.93,0,-8.98e+03
81.10,1382.25,275.00,31.71,27.93,0,-7.52e+03
0.00,-746.24,300.00,47.72,-23.53,2,-8.27e+03
185.79,1193.00,275.00,41.82,32.79,0,-6.89e+03
0.00,-882.68,300.00,29.04,-21.11,2,-7.77e+03
0.00,-612.94,325.00,-0.01,-21.11,2,-8.38e+03
-0.00,0.21,350.00,27.42,-21.11,2,-8.38e+03
0.00,-570.92,375.00,9.43,-20.82,2,-8.96e+03
0.00,-196.34,400.00,3.46,-20.82,2,-9.15e+03
14.46,-0.00,400.00,-10.06,8.36,2,-9.14e+03
-42.04,0.00,400.00,0.01,8.36,2,-9.18e+03
0.04,-0.00,400.00,-9.03,7.04,2,-9.18e+03
-31.76,0.00,400.00,-16.26,7.04,2,-9.21e+03
-57.20,0.00,400.00,-17.62,7.04,2,-9.27e+03
-61.98,0.00,400.00,-17.34,7.04,2,-9.33e+03
-56.52,0.00,400.00,-19.01,6.52,2,-9.39e+03
-61.96,0.00,400.00,-20.45,6.52,2,-9.45e+03
-66.65,0.00,400.00,-20.76,6.52,2,-9.51e+03
-67.66,0.00,400.00,-20.87,6.52,2,-9.58e+03
-65.26,0.00,400.00,-20.86,6.25,2,-9.65e+03
-65.23,0.00,400.00,-24.97,6.25,2,-9.71e+03
-78.09,0.00,400.00,-32.72,6.25,2,-9.79e+03
-102.32,0.00,400.00,-32.71,6.25,2,-9.89e+03
-92.48,0.00,400.00,-33.35,5.65,2,-9.99e+03
-94.29,0.00,400.00,-35.39,5.65,2,-1.01e+04
-100.06,0.00,400.00,-43.48,5.65,2,-1.02e+04
-122.93,0.00,400.00,-32.84,5.65,2,-1.03e+04
-89.45,0.00,400.00,-33.52,5.45,2,-1.04e+04
-91.30,0.00,400.00,-32.94,5.45,2,-1.05e+04
-89.72,0.00,400.00,-43.55,5.45,2,-1.06e+04
-118.62,0.00,400.00,-35.70,5.45,2,-1.07e+04
-95.02,0.00,400.00,-30.77,5.32,2,-1.08e+04
-81.90,0.00,400.00,-26.00,5.32,2,-1.09e+04
-69.20,0.00,400.00,-29.38,5.32,2,-1.09e+04
-78.20,0.00,400.00,-24.86,5.32,2,-1.10e+04
-58.44,0.00,400.00,-21.05,4.70,2,-1.11e+04
-49.48,0.00,400.00,-19.73,4.70,2,-1.11e+04
-46.38,0.00,400.00,-16.36,4.70,2,-1.12e+04
-38.46,0.00,400.00,-15.95,4.70,2,-1.12e+04
-33.72,0.00,400.00,-3.00,4.23,2,-1.12e+04
-6.34,0.00,400.00,0.28,4.23,2,-1.12e+04
0.59,-0.00,400.00,39.30,4.23,2,-1.12e+04
83.09,-0.00,400.00,23.91,4.23,2,-1.12e+04
15.12,-0.00,400.00,36.17,1.26,2,-1.12e+04
22.87,-0.00,400.00,56.75,1.26,2,-1.11e+04
35.88,-0.00,400.00,76.18,1.26,2,-1.11e+04
48.17,-0.00,400.00,71.11,1.26,2,-1.10e+04
0.15,-0.00,400.00,74.94,0.00,2,-1.10e+04
