soc,lmp,a,total_rwd
50.00,756.07,2,0.00e+00
100.00,787.00,2,0.00e+00
150.00,817.67,2,0.00e+00
200.00,847.94,2,0.00e+00
250.00,877.68,2,0.00e+00
300.00,906.77,2,0.00e+00
250.00,935.09,0,9.09e+03
300.00,962.50,2,9.09e+03
250.00,988.90,0,1.94e+04
300.00,1014.16,2,1.94e+04
250.00,1038.19,0,3.08e+04
300.00,1060.88,2,3.08e+04
250.00,1082.12,0,4.29e+04
300.00,1101.84,2,4.29e+04
250.00,1119.95,0,5.56e+04
300.00,1136.36,2,5.56e+04
250.00,1151.01,0,6.86e+04
300.00,1163.84,2,6.86e+04
250.00,1174.79,0,8.00e+04
300.00,1183.81,2,8.00e+04
250.00,1190.87,0,8.97e+04
200.00,1195.94,0,9.74e+04
250.00,1198.98,2,9.74e+04
200.00,1200.00,0,1.03e+05
250.00,1198.98,2,1.03e+05
200.00,1195.94,0,1.07e+05
150.00,1190.87,0,1.09e+05
100.00,1183.81,0,1.10e+05
100.00,1174.79,1,1.10e+05
100.00,1163.84,1,1.10e+05
100.00,1151.01,1,1.10e+05
100.00,1136.36,1,1.10e+05
100.00,1119.95,1,1.10e+05
100.00,1101.84,1,1.10e+05
100.00,1082.12,1,1.10e+05
100.00,1060.88,1,1.10e+05
150.00,1038.19,2,1.10e+05
200.00,1014.16,2,1.10e+05
250.00,988.90,2,1.10e+05
300.00,962.50,2,1.10e+05
350.00,935.09,2,1.10e+05
400.00,906.77,2,1.10e+05
400.00,877.68,2,1.10e+05
400.00,847.94,2,1.10e+05
400.00,817.67,2,1.10e+05
400.00,787.00,2,1.10e+05
400.00,756.07,2,1.10e+05
400.00,725.00,2,1.10e+05
400.00,693.93,2,1.10e+05
400.00,663.00,2,1.10e+05
400.00,632.33,2,1.10e+05
400.00,602.06,2,1.10e+05
400.00,572.32,2,1.10e+05
400.00,543.23,2,1.10e+05
400.00,514.91,2,1.10e+05
400.00,487.50,2,1.10e+05
400.00,461.10,2,1.10e+05
400.00,435.84,2,1.10e+05
400.00,411.81,2,1.10e+05
400.00,389.12,2,1.10e+05
400.00,367.88,2,1.10e+05
400.00,348.16,2,1.10e+05
400.00,330.05,2,1.10e+05
400.00,313.64,2,1.10e+05
400.00,298.99,2,1.10e+05
400.00,286.16,2,1.10e+05
400.00,275.21,2,1.10e+05
400.00,266.19,2,1.10e+05
400.00,259.13,2,1.10e+05
400.00,254.06,2,1.10e+05
400.00,251.02,2,1.10e+05
400.00,250.00,2,1.10e+05
400.00,251.02,2,1.10e+05
400.00,254.06,2,1.10e+05
400.00,259.13,2,1.10e+05
400.00,266.19,2,1.10e+05
400.00,275.21,2,1.10e+05
400.00,286.16,2,1.10e+05
400.00,298.99,2,1.10e+05
400.00,313.64,2,1.10e+05
400.00,330.05,2,1.10e+05
400.00,348.16,2,1.10e+05
400.00,367.88,2,1.10e+05
400.00,389.12,2,1.10e+05
400.00,411.81,2,1.10e+05
400.00,435.84,2,1.10e+05
400.00,461.10,2,1.10e+05
400.00,487.50,2,1.10e+05
400.00,514.91,2,1.10e+05
400.00,543.23,2,1.10e+05
400.00,572.32,2,1.10e+05
400.00,602.06,2,1.10e+05
400.00,632.33,2,1.10e+05
400.00,663.00,2,1.10e+05
400.00,693.93,2,1.10e+05
400.00,725.00,2,1.10e+05
400.00,756.07,2,1.10e+05
400.00,787.00,2,1.10e+05
400.00,817.67,2,1.10e+05
400.00,847.94,2,1.10e+05
400.00,877.68,2,1.10e+05
400.00,906.77,2,1.10e+05
400.00,935.09,2,1.10e+05
400.00,962.50,2,1.10e+05
400.00,988.90,1,1.10e+05
400.00,1014.16,1,1.10e+05
400.00,1038.19,1,1.10e+05
400.00,1060.88,1,1.10e+05
400.00,1082.12,1,1.10e+05
400.00,1101.84,1,1.10e+05
400.00,1119.95,1,1.10e+05
400.00,1136.36,1,1.10e+05
400.00,1151.01,1,1.10e+05
400.00,1163.84,1,1.10e+05
400.00,1174.79,1,1.10e+05
400.00,1183.81,1,1.10e+05
400.00,1190.87,1,1.10e+05
350.00,1195.94,0,1.10e+05
400.00,1198.98,2,1.10e+05
350.00,1200.00,0,1.10e+05
300.00,1198.98,0,1.17e+05
250.00,1195.94,0,1.25e+05
200.00,1190.87,0,1.34e+05
250.00,1183.81,2,1.34e+05
200.00,1174.79,0,1.44e+05
250.00,1163.84,2,1.44e+05
200.00,1151.01,0,1.54e+05
150.00,1136.36,0,1.65e+05
200.00,1119.95,2,1.65e+05
250.00,1101.84,2,1.65e+05
250.00,1082.12,1,1.65e+05
300.00,1060.88,2,1.65e+05
300.00,1038.19,1,1.65e+05
350.00,1014.16,2,1.65e+05
400.00,988.90,2,1.65e+05
400.00,962.50,1,1.65e+05
400.00,935.09,2,1.65e+05
400.00,906.77,2,1.65e+05
400.00,877.68,2,1.65e+05
400.00,847.94,2,1.65e+05
400.00,817.67,2,1.65e+05
400.00,787.00,2,1.65e+05
400.00,756.07,2,1.65e+05
400.00,725.00,2,1.65e+05
400.00,693.93,2,1.65e+05
400.00,663.00,2,1.65e+05
400.00,632.33,2,1.65e+05
400.00,602.06,2,1.65e+05
400.00,572.32,2,1.65e+05
400.00,543.23,2,1.65e+05
400.00,514.91,2,1.65e+05
400.00,487.50,2,1.65e+05
400.00,461.10,2,1.65e+05
