soc,lmp,a,total_rwd
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,2,0.00e+00
0.00,0.00,2,0.00e+00
0.00,0.00,2,0.00e+00
0.00,0.00,2,0.00e+00
0.00,0.00,2,0.00e+00
0.00,0.00,2,0.00e+00
0.00,0.00,2,0.00e+00
0.00,0.00,2,0.00e+00
0.00,0.00,2,0.00e+00
0.00,0.00,2,0.00e+00
0.00,0.00,2,0.00e+00
0.00,0.00,2,0.00e+00
0.00,0.00,2,0.00e+00
0.00,0.00,0,-6.91e+03
0.00,0.00,0,-1.50e+04
0.00,0.00,0,-2.42e+04
0.00,0.00,0,-3.46e+04
0.00,0.00,0,-4.60e+04
0.00,0.00,0,-5.84e+04
0.00,0.00,0,-7.18e+04
0.00,0.00,0,-8.62e+04
0.00,0.00,0,-8.62e+04
0.00,0.00,0,-8.62e+04
0.00,0.00,0,-8.62e+04
0.00,0.00,0,-8.62e+04
0.00,0.00,0,-8.62e+04
0.00,0.00,0,-8.62e+04
0.00,0.00,0,-8.62e+04
0.00,0.00,0,-8.62e+04
0.00,0.00,0,-8.62e+04
0.00,0.00,0,-8.62e+04
0.00,0.00,0,-8.62e+04
0.00,0.00,0,-8.62e+04
0.00,0.00,0,-8.62e+04
0.00,0.00,0,-8.62e+04
0.00,0.00,0,-8.62e+04
0.00,0.00,0,-8.62e+04
0.00,0.00,0,-8.62e+04
0.00,0.00,0,-8.62e+04
0.00,0.00,0,-8.62e+04
0.00,0.00,0,-8.62e+04
0.00,0.00,0,-8.62e+04
0.00,0.00,0,-8.62e+04
0.00,0.00,0,-8.62e+04
0.00,0.00,0,-8.62e+04
0.00,0.00,0,-8.62e+04
0.00,0.00,0,-8.62e+04
0.00,0.00,0,-8.62e+04
0.00,0.00,0,-8.62e+04
0.00,0.00,0,-8.62e+04
0.00,0.00,2,-8.62e+04
0.00,0.00,2,-8.62e+04
0.00,0.00,2,-8.62e+04
0.00,0.00,2,-8.62e+04
0.00,0.00,2,-8.62e+04
0.00,0.00,2,-8.62e+04
0.00,0.00,2,-8.62e+04
0.00,0.00,2,-8.62e+04
0.00,0.00,2,-8.62e+04
0.00,0.00,2,-8.62e+04
0.00,0.00,1,-8.62e+04
0.00,0.00,1,-8.62e+04
0.00,0.00,1,-8.62e+04
0.00,0.00,1,-8.62e+04
0.00,0.00,1,-8.62e+04
0.00,0.00,1,-8.62e+04
0.00,0.00,1,-8.62e+04
0.00,0.00,1,-8.62e+04
0.00,0.00,1,-8.62e+04
0.00,0.00,1,-8.62e+04
0.00,0.00,1,-8.62e+04
0.00,0.00,1,-8.62e+04
0.00,0.00,1,-8.62e+04
0.00,0.00,1,-8.62e+04
0.00,0.00,1,-8.62e+04
0.00,0.00,1,-8.62e+04
0.00,0.00,1,-8.62e+04
0.00,0.00,1,-8.62e+04
0.00,0.00,1,-8.62e+04
0.00,0.00,1,-8.62e+04
0.00,0.00,1,-8.62e+04
0.00,0.00,1,-8.62e+04
0.00,0.00,1,-8.62e+04
0.00,0.00,1,-8.62e+04
0.00,0.00,1,-8.62e+04
0.00,0.00,1,-8.62e+04
0.00,0.00,1,-8.62e+04
0.00,0.00,1,-8.62e+04
0.00,0.00,1,-8.62e+04
0.00,0.00,1,-8.62e+04
0.00,0.00,1,-8.62e+04
0.00,0.00,1,-8.62e+04
0.00,0.00,1,-8.62e+04
0.00,0.00,1,-8.62e+04
0.00,0.00,1,-8.62e+04
0.00,0.00,1,-8.62e+04
0.00,0.00,2,-8.62e+04
0.00,0.00,2,-8.62e+04
0.00,0.00,2,-8.62e+04
0.00,0.00,2,-8.62e+04
0.00,0.00,2,-8.62e+04
0.00,0.00,2,-8.62e+04
0.00,0.00,2,-8.62e+04
0.00,0.00,2,-8.62e+04
0.00,0.00,2,-8.62e+04
0.00,0.00,2,-8.62e+04
0.00,0.00,2,-8.62e+04
0.00,0.00,2,-8.62e+04
0.00,0.00,2,-8.62e+04
0.00,0.00,0,-4.57e+04
0.00,0.00,0,-6.45e+03
0.00,0.00,0,3.13e+04
0.00,0.00,0,6.74e+04
0.00,0.00,0,1.02e+05
0.00,0.00,0,1.34e+05
0.00,0.00,0,1.65e+05
0.00,0.00,0,1.93e+05
0.00,0.00,0,1.93e+05
0.00,0.00,0,1.93e+05
0.00,0.00,0,1.93e+05
0.00,0.00,0,1.93e+05
0.00,0.00,0,1.93e+05
0.00,0.00,0,1.93e+05
0.00,0.00,0,1.93e+05
0.00,0.00,0,1.93e+05
0.00,0.00,0,1.93e+05
0.00,0.00,0,1.93e+05
0.00,0.00,0,1.93e+05
0.00,0.00,0,1.93e+05
0.00,0.00,0,1.93e+05
0.00,0.00,0,1.93e+05
0.00,0.00,0,1.93e+05
0.00,0.00,0,1.93e+05
0.00,0.00,0,1.93e+05
0.00,0.00,0,1.93e+05
0.00,0.00,0,1.93e+05
0.00,0.00,0,1.93e+05
0.00,0.00,0,1.93e+05
0.00,0.00,0,1.93e+05
0.00,0.00,0,1.93e+05
0.00,0.00,0,1.93e+05
0.00,0.00,0,1.93e+05
0.00,0.00,0,1.93e+05
0.00,0.00,0,1.93e+05
0.00,0.00,0,1.93e+05
0.00,0.00,0,1.93e+05
0.00,0.00,2,1.93e+05
0.00,0.00,2,1.93e+05
0.00,0.00,2,1.93e+05
0.00,0.00,2,1.93e+05
0.00,0.00,2,1.93e+05
0.00,0.00,2,1.93e+05
0.00,0.00,2,1.93e+05
0.00,0.00,2,1.93e+05
0.00,0.00,2,1.93e+05
0.00,0.00,2,1.93e+05
0.00,0.00,1,1.93e+05
0.00,0.00,1,1.93e+05
0.00,0.00,1,1.93e+05
0.00,0.00,1,1.93e+05
0.00,0.00,1,1.93e+05
0.00,0.00,1,1.93e+05
0.00,0.00,1,1.93e+05
0.00,0.00,1,1.93e+05
0.00,0.00,1,1.93e+05
0.00,0.00,1,1.93e+05
0.00,0.00,1,1.93e+05
0.00,0.00,1,1.93e+05
0.00,0.00,1,1.93e+05
0.00,0.00,1,1.93e+05
0.00,0.00,1,1.93e+05
0.00,0.00,1,1.93e+05
0.00,0.00,1,1.93e+05
