soc,lmp,a,total_rwd
50.00,756.07,2,0.00e+00
100.00,787.00,2,0.00e+00
150.00,817.67,2,0.00e+00
200.00,847.94,2,0.00e+00
250.00,877.68,2,0.00e+00
300.00,906.77,2,0.00e+00
250.00,935.09,0,9.09e+03
300.00,962.50,2,9.09e+03
250.00,988.90,0,1.94e+04
300.00,1014.16,2,1.94e+04
250.00,1038.19,0,3.08e+04
300.00,1060.88,2,3.08e+04
250.00,1082.12,0,4.29e+04
300.00,1101.84,2,4.29e+04
250.00,1119.95,0,5.56e+04
200.00,1136.36,0,6.77e+04
250.00,1151.01,2,6.77e+04
200.00,1163.84,0,7.85e+04
250.00,1174.79,2,7.85e+04
200.00,1183.81,0,8.78e+04
250.00,1190.87,2,8.78e+04
200.00,1195.94,0,9.55e+04
250.00,1198.98,2,9.55e+04
200.00,1200.00,0,1.01e+05
150.00,1198.98,0,1.04e+05
100.00,1195.94,0,1.06e+05
50.00,1190.87,0,1.07e+05
0.00,1183.81,0,1.07e+05
0.00,1174.79,0,1.07e+05
0.00,1163.84,0,1.07e+05
0.00,1151.01,0,1.07e+05
0.00,1136.36,0,1.07e+05
0.00,1119.95,1,1.07e+05
0.00,1101.84,1,1.07e+05
0.00,1082.12,0,1.07e+05
0.00,1060.88,0,1.07e+05
0.00,1038.19,0,1.07e+05
0.00,1014.16,0,1.07e+05
0.00,988.90,0,1.07e+05
0.00,962.50,0,1.07e+05
0.00,935.09,0,1.07e+05
0.00,906.77,0,1.07e+05
0.00,877.68,0,1.07e+05
0.00,847.94,0,1.07e+05
0.00,817.67,0,1.07e+05
0.00,787.00,0,1.07e+05
0.00,756.07,0,1.07e+05
0.00,725.00,1,1.07e+05
0.00,693.93,1,1.07e+05
0.00,663.00,1,1.07e+05
0.00,632.33,1,1.07e+05
0.00,602.06,1,1.07e+05
0.00,572.32,1,1.07e+05
0.00,543.23,1,1.07e+05
0.00,514.91,1,1.07e+05
0.00,487.50,1,1.07e+05
0.00,461.10,1,1.07e+05
0.00,435.84,1,1.07e+05
0.00,411.81,1,1.07e+05
0.00,389.12,1,1.07e+05
0.00,367.88,1,1.07e+05
0.00,348.16,1,1.07e+05
0.00,330.05,1,1.07e+05
0.00,313.64,1,1.07e+05
0.00,298.99,1,1.07e+05
0.00,286.16,1,1.07e+05
0.00,275.21,1,1.07e+05
0.00,266.19,1,1.07e+05
0.00,259.13,1,1.07e+05
0.00,254.06,1,1.07e+05
0.00,251.02,1,1.07e+05
0.00,250.00,1,1.07e+05
0.00,251.02,1,1.07e+05
0.00,254.06,1,1.07e+05
0.00,259.13,1,1.07e+05
0.00,266.19,1,1.07e+05
0.00,275.21,1,1.07e+05
0.00,286.16,1,1.07e+05
0.00,298.99,1,1.07e+05
0.00,313.64,1,1.07e+05
50.00,330.05,2,1.07e+05
100.00,348.16,2,1.07e+05
150.00,367.88,2,1.07e+05
100.00,389.12,0,1.09e+05
150.00,411.81,2,1.09e+05
200.00,435.84,2,1.09e+05
250.00,461.10,2,1.09e+05
300.00,487.50,2,1.09e+05
250.00,514.91,0,1.17e+05
300.00,543.23,2,1.17e+05
350.00,572.32,2,1.17e+05
300.00,602.06,0,1.28e+05
350.00,632.33,2,1.28e+05
400.00,663.00,2,1.28e+05
350.00,693.93,0,1.42e+05
300.00,725.00,0,1.56e+05
350.00,756.07,2,1.56e+05
300.00,787.00,0,1.72e+05
250.00,817.67,0,1.88e+05
300.00,847.94,2,1.88e+05
250.00,877.68,0,2.05e+05
300.00,906.77,2,2.05e+05
250.00,935.09,0,2.23e+05
300.00,962.50,2,2.23e+05
350.00,988.90,2,2.23e+05
300.00,1014.16,0,2.43e+05
350.00,1038.19,2,2.43e+05
300.00,1060.88,0,2.63e+05
250.00,1082.12,0,2.80e+05
300.00,1101.84,2,2.80e+05
250.00,1119.95,0,2.94e+05
200.00,1136.36,0,3.06e+05
250.00,1151.01,2,3.06e+05
200.00,1163.84,0,3.17e+05
250.00,1174.79,2,3.17e+05
200.00,1183.81,0,3.27e+05
250.00,1190.87,2,3.27e+05
200.00,1195.94,0,3.36e+05
250.00,1198.98,2,3.36e+05
200.00,1200.00,0,3.42e+05
150.00,1198.98,0,3.45e+05
100.00,1195.94,0,3.47e+05
50.00,1190.87,0,3.48e+05
0.00,1183.81,0,3.47e+05
0.00,1174.79,0,3.47e+05
0.00,1163.84,0,3.47e+05
0.00,1151.01,0,3.47e+05
0.00,1136.36,0,3.47e+05
0.00,1119.95,1,3.47e+05
0.00,1101.84,1,3.47e+05
0.00,1082.12,0,3.47e+05
0.00,1060.88,0,3.47e+05
0.00,1038.19,0,3.47e+05
0.00,1014.16,0,3.47e+05
0.00,988.90,0,3.47e+05
0.00,962.50,0,3.47e+05
0.00,935.09,0,3.47e+05
0.00,906.77,0,3.47e+05
0.00,877.68,0,3.47e+05
0.00,847.94,0,3.47e+05
0.00,817.67,0,3.47e+05
0.00,787.00,0,3.47e+05
0.00,756.07,0,3.47e+05
0.00,725.00,1,3.47e+05
0.00,693.93,1,3.47e+05
0.00,663.00,1,3.47e+05
0.00,632.33,1,3.47e+05
0.00,602.06,1,3.47e+05
0.00,572.32,1,3.47e+05
0.00,543.23,1,3.47e+05
0.00,514.91,1,3.47e+05
0.00,487.50,1,3.47e+05
0.00,461.10,1,3.47e+05
