soc,lmp,a,total_rwd
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,2,0.00e+00
0.00,0.00,2,0.00e+00
0.00,0.00,2,0.00e+00
0.00,0.00,2,0.00e+00
0.00,0.00,2,0.00e+00
0.00,0.00,2,0.00e+00
0.00,0.00,2,0.00e+00
0.00,0.00,2,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,1,0.00e+00
0.00,0.00,0,4.14e+04
0.00,0.00,0,8.15e+04
0.00,0.00,0,1.20e+05
0.00,0.00,0,1.57e+05
0.00,0.00,0,1.92e+05
0.00,0.00,0,2.25e+05
0.00,0.00,0,2.56e+05
0.00,0.00,0,2.85e+05
0.00,0.00,0,2.85e+05
0.00,0.00,0,2.85e+05
0.00,0.00,0,2.85e+05
0.00,0.00,0,2.85e+05
0.00,0.00,0,2.85e+05
0.00,0.00,0,2.85e+05
0.00,0.00,0,2.85e+05
0.00,0.00,0,2.85e+05
0.00,0.00,0,2.85e+05
0.00,0.00,0,2.85e+05
0.00,0.00,0,2.85e+05
0.00,0.00,0,2.85e+05
0.00,0.00,0,2.85e+05
0.00,0.00,0,2.85e+05
0.00,0.00,0,2.85e+05
0.00,0.00,0,2.85e+05
0.00,0.00,0,2.85e+05
0.00,0.00,0,2.85e+05
0.00,0.00,0,2.85e+05
0.00,0.00,0,2.85e+05
0.00,0.00,0,2.85e+05
0.00,0.00,0,2.85e+05
0.00,0.00,0,2.85e+05
0.00,0.00,0,2.85e+05
0.00,0.00,0,2.85e+05
0.00,0.00,0,2.85e+05
0.00,0.00,0,2.85e+05
0.00,0.00,0,2.85e+05
0.00,0.00,0,2.85e+05
0.00,0.00,1,2.85e+05
0.00,0.00,1,2.85e+05
0.00,0.00,2,2.85e+05
0.00,0.00,2,2.85e+05
0.00,0.00,2,2.85e+05
0.00,0.00,2,2.85e+05
0.00,0.00,2,2.85e+05
0.00,0.00,2,2.85e+05
0.00,0.00,2,2.85e+05
0.00,0.00,2,2.85e+05
0.00,0.00,1,2.85e+05
0.00,0.00,1,2.85e+05
0.00,0.00,1,2.85e+05
0.00,0.00,1,2.85e+05
0.00,0.00,1,2.85e+05
0.00,0.00,1,2.85e+05
0.00,0.00,1,2.85e+05
0.00,0.00,1,2.85e+05
0.00,0.00,1,2.85e+05
0.00,0.00,1,2.85e+05
0.00,0.00,1,2.85e+05
0.00,0.00,1,2.85e+05
0.00,0.00,1,2.85e+05
0.00,0.00,1,2.85e+05
0.00,0.00,1,2.85e+05
0.00,0.00,1,2.85e+05
0.00,0.00,1,2.85e+05
0.00,0.00,1,2.85e+05
0.00,0.00,1,2.85e+05
0.00,0.00,1,2.85e+05
0.00,0.00,1,2.85e+05
0.00,0.00,1,2.85e+05
0.00,0.00,1,2.85e+05
