soc,lmp,a,total_rwd
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,2,0.00e+00
0.00,0.00,2,0.00e+00
0.00,0.00,2,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
0.00,0.00,0,0.00e+00
