solar_reward,grid_reward,soc,curr_lmp,net_load,a,total_rwd
0.00,-1077.50,25.00,41.70,-25.00,2,-1.08e+03
0.00,-1042.50,50.00,40.37,-25.00,2,-2.12e+03
0.00,-1009.25,75.00,39.25,-25.00,2,-3.13e+03
0.00,-981.25,100.00,42.59,-25.00,2,-4.11e+03
0.00,-1064.75,125.00,42.58,-25.00,2,-5.18e+03
0.00,-1064.50,150.00,42.34,-25.00,2,-6.24e+03
0.00,-1058.50,175.00,41.36,-25.00,2,-7.30e+03
0.00,-1034.00,200.00,42.38,-25.00,2,-8.33e+03
0.00,-1059.50,225.00,42.40,-25.00,2,-9.39e+03
0.00,-1060.00,250.00,42.32,-25.00,2,-1.05e+04
0.00,-1058.00,275.00,41.32,-25.00,2,-1.15e+04
0.00,-1033.00,300.00,41.43,-25.00,2,-1.25e+04
0.00,-1035.75,325.00,41.66,-25.00,2,-1.36e+04
0.00,-1041.50,350.00,42.18,-25.00,2,-1.46e+04
0.00,-1054.50,375.00,42.74,-25.00,2,-1.57e+04
0.00,-1068.50,400.00,43.03,-25.00,2,-1.67e+04
0.00,-0.00,400.00,44.30,0.00,2,-1.67e+04
0.00,-0.00,400.00,47.42,0.00,2,-1.67e+04
0.00,-0.00,400.00,53.69,0.00,2,-1.67e+04
0.00,-0.00,400.00,50.70,0.00,2,-1.67e+04
0.00,-0.00,400.00,53.35,0.00,2,-1.67e+04
0.00,-0.00,400.00,50.86,0.00,2,-1.67e+04
0.00,-0.00,400.00,45.30,0.00,2,-1.67e+04
0.00,-0.00,400.00,42.46,0.00,2,-1.67e+04
0.00,-0.00,400.00,43.00,0.00,2,-1.67e+04
0.00,-0.00,400.00,41.43,0.00,2,-1.67e+04
0.00,-0.00,400.00,41.03,0.00,2,-1.67e+04
0.00,-0.00,400.00,39.80,0.00,2,-1.67e+04
0.00,-0.00,400.00,80.20,0.00,2,-1.67e+04
0.00,-0.00,400.00,48.26,0.00,1,-1.67e+04
0.00,-0.00,400.00,80.17,0.00,2,-1.67e+04
0.00,-0.00,400.00,42.71,0.00,1,-1.67e+04
0.00,-0.00,400.00,43.47,0.00,2,-1.67e+04
0.00,-0.00,400.00,42.88,0.00,2,-1.67e+04
0.00,-0.00,400.00,37.55,0.00,2,-1.67e+04
0.00,-0.00,400.00,32.98,0.00,2,-1.67e+04
0.00,-0.00,400.00,34.51,0.00,2,-1.67e+04
0.00,-0.00,400.00,27.23,0.00,2,-1.67e+04
0.00,-0.00,400.00,30.49,0.00,2,-1.67e+04
