solar_reward,grid_battery_reward,solar_battery_reward,soc,soc_grid,soc_solar,curr_lmp,net_load,a,total_rwd
0.00,-1071.24,0.00,23.25,23.11,0.14,41.70,-24.85,2,-1.07e+03
0.00,-1036.44,0.00,46.50,46.23,0.27,40.37,-24.85,2,-2.11e+03
0.00,-1003.39,0.00,69.75,69.34,0.41,39.25,-24.85,2,-3.11e+03
0.00,-975.55,0.00,93.00,92.46,0.54,42.59,-24.85,2,-4.09e+03
0.00,-1058.56,0.00,116.25,115.57,0.68,42.58,-24.85,2,-5.15e+03
0.00,-1058.31,0.00,139.50,138.69,0.81,42.34,-24.85,2,-6.20e+03
0.00,-1052.35,0.00,162.75,161.80,0.95,41.36,-24.85,2,-7.26e+03
0.00,-1027.99,0.00,186.00,184.92,1.08,42.38,-24.85,2,-8.28e+03
0.00,-1053.33,0.00,209.25,208.03,1.22,42.40,-24.85,2,-9.34e+03
0.00,-1053.83,0.00,232.50,231.15,1.35,42.32,-24.85,2,-1.04e+04
0.00,-1051.84,0.00,255.75,254.26,1.49,41.32,-24.85,2,-1.14e+04
0.00,-1026.98,0.00,279.00,277.38,1.62,41.43,-24.85,2,-1.25e+04
0.00,-1029.71,0.00,302.25,300.49,1.76,41.66,-24.85,2,-1.35e+04
0.00,-1035.43,0.00,325.50,323.61,1.89,42.18,-24.85,2,-1.45e+04
0.00,-1048.35,0.00,348.75,346.72,2.03,42.74,-24.85,2,-1.56e+04
0.00,-1062.27,0.00,372.00,369.84,2.16,43.03,-24.85,2,-1.66e+04
0.00,-1074.78,0.00,394.86,392.68,2.19,44.30,-24.98,2,-1.77e+04
0.00,-244.82,0.00,399.61,397.40,2.21,47.42,-5.53,2,-1.80e+04
0.00,-37.09,0.00,399.94,397.72,2.23,53.69,-0.78,2,-1.80e+04
0.00,-24.19,0.00,399.97,397.72,2.25,50.70,-0.45,2,-1.80e+04
0.00,-7.22,0.00,399.97,397.43,2.53,53.35,-0.14,2,-1.80e+04
0.00,-7.51,0.00,399.97,397.43,2.54,50.86,-0.14,2,-1.80e+04
0.00,-7.16,0.00,399.97,397.43,2.54,45.30,-0.14,2,-1.80e+04
0.00,-6.37,0.00,399.97,397.43,2.54,42.46,-0.14,2,-1.81e+04
282.20,-0.00,0.00,399.97,397.30,2.67,43.00,6.65,2,-1.78e+04
285.79,-0.00,0.00,399.97,397.30,2.67,41.43,6.65,2,-1.75e+04
275.36,-0.00,0.00,399.97,397.30,2.67,41.03,6.65,2,-1.72e+04
272.70,-0.00,0.00,399.97,397.30,2.67,39.80,6.65,2,-1.69e+04
567.33,-0.00,0.00,399.97,397.30,2.67,80.20,14.25,2,-1.64e+04
1143.21,-0.00,0.00,399.97,397.30,2.67,48.26,14.25,2,-1.52e+04
687.92,-0.00,0.00,399.97,397.30,2.67,80.17,14.25,2,-1.45e+04
1142.78,-0.00,0.00,399.97,397.30,2.67,42.71,14.25,2,-1.34e+04
673.96,-0.00,0.00,399.97,397.30,2.67,43.47,15.78,2,-1.27e+04
685.95,-0.00,0.00,399.97,397.30,2.67,42.88,15.78,2,-1.20e+04
676.64,-0.00,0.00,399.97,397.30,2.67,37.55,15.78,2,-1.14e+04
592.54,-0.00,0.00,399.97,397.30,2.67,32.98,15.78,2,-1.08e+04
540.49,-0.00,0.00,399.97,397.30,2.67,34.51,16.39,2,-1.02e+04
565.56,-0.00,0.00,399.97,397.30,2.67,27.23,16.39,2,-9.66e+03
446.26,-0.00,0.00,399.97,397.30,2.67,30.49,16.39,2,-9.22e+03
499.68,-0.00,0.00,399.97,397.30,2.67,26.27,16.39,2,-8.72e+03
433.22,-0.00,0.00,399.97,397.30,2.67,38.44,16.49,2,-8.28e+03
633.91,-0.00,0.00,399.97,397.30,2.67,40.47,16.49,2,-7.65e+03
667.39,-0.00,0.00,399.97,397.30,2.67,46.45,16.49,2,-6.98e+03
766.01,-0.00,0.00,399.97,397.30,2.67,39.82,16.49,2,-6.22e+03
660.46,-0.00,0.00,399.97,397.30,2.67,43.65,16.59,2,-5.56e+03
723.98,-0.00,0.00,399.97,397.30,2.67,48.95,16.59,2,-4.83e+03
811.89,-0.00,0.00,399.97,397.30,2.67,50.01,16.59,2,-4.02e+03
829.47,-0.00,0.00,399.97,397.30,2.67,36.18,16.59,2,-3.19e+03
599.01,-0.00,0.00,399.97,397.30,2.67,39.49,16.56,2,-2.59e+03
653.81,-0.00,0.00,399.97,397.30,2.67,45.67,16.56,2,-1.94e+03
756.13,-0.00,0.00,399.97,397.30,2.67,48.88,16.56,2,-1.18e+03
809.27,-0.00,0.00,399.97,397.30,2.67,38.60,16.56,2,-3.72e+02
632.00,-0.00,0.00,399.97,397.30,2.67,44.95,16.37,2,2.60e+02
735.97,-0.00,0.00,399.97,397.30,2.67,47.75,16.37,2,9.96e+02
781.81,-0.00,0.00,399.97,397.30,2.67,45.88,16.37,2,1.78e+03
751.20,-0.00,0.00,399.97,397.30,2.67,47.73,16.37,2,2.53e+03
732.08,-0.00,0.00,399.97,397.30,2.67,55.24,15.34,2,3.26e+03
847.27,-0.00,0.00,399.97,397.30,2.67,68.71,15.34,2,4.11e+03
1053.87,-0.00,0.00,399.97,397.30,2.67,72.11,15.34,2,5.16e+03
1106.02,-0.00,0.00,399.97,397.30,2.67,55.02,15.34,2,6.27e+03
840.52,-0.00,0.00,399.97,397.30,2.67,54.04,15.28,2,7.11e+03
825.55,-0.00,0.00,399.97,397.30,2.67,54.04,15.28,2,7.93e+03
825.55,-0.00,0.00,399.97,397.30,2.67,54.04,15.28,2,8.76e+03
825.55,-0.00,0.00,399.97,397.30,2.67,52.97,15.28,2,9.59e+03
726.76,-0.00,0.00,399.97,397.30,2.67,47.11,13.72,2,1.03e+04
646.36,-0.00,0.00,399.97,397.30,2.67,47.11,13.72,2,1.10e+04
646.36,-0.00,0.00,399.97,397.30,2.67,68.26,13.72,2,1.16e+04
936.54,-0.00,0.00,399.97,397.30,2.67,57.49,13.72,2,1.25e+04
427.06,-0.00,0.00,399.97,397.30,2.67,69.18,7.43,2,1.30e+04
513.90,-0.00,0.00,399.97,397.30,2.67,102.22,7.43,2,1.35e+04
759.33,-0.00,0.00,399.97,397.30,2.67,144.39,7.43,2,1.42e+04
1137.27,0.00,0.00,399.55,397.30,2.25,89.93,15.75,1,1.54e+04
0.00,-14.66,0.00,399.94,397.08,2.86,106.09,-0.16,2,1.54e+04
