solar_reward,grid_reward,soc,curr_lmp,net_load,a,total_rwd
0.00,-974.24,25.00,37.64,-25.00,2,-9.74e+02
0.00,-940.99,50.00,36.54,-25.00,2,-1.92e+03
0.00,-913.49,75.00,35.48,-25.00,2,-2.83e+03
0.00,-886.99,100.00,38.26,-25.00,2,-3.72e+03
0.00,-947.88,125.00,38.21,-24.77,2,-4.66e+03
0.00,-946.64,150.00,38.11,-24.77,2,-5.61e+03
0.00,-944.16,175.00,37.34,-24.77,2,-6.55e+03
0.00,-925.08,200.00,38.26,-24.77,2,-7.48e+03
0.00,-877.39,225.00,38.27,-22.93,2,-8.36e+03
0.00,-877.62,250.00,38.18,-22.93,2,-9.23e+03
0.00,-875.56,275.00,37.28,-22.93,2,-1.01e+04
0.00,-854.92,300.00,37.50,-22.93,2,-1.10e+04
0.00,-773.18,325.00,37.71,-20.62,2,-1.17e+04
0.00,-777.51,350.00,38.24,-20.62,2,-1.25e+04
0.00,-788.44,375.00,38.78,-20.62,2,-1.33e+04
0.00,-799.57,400.00,39.44,-20.62,2,-1.41e+04
206.32,-0.00,400.00,40.73,10.46,2,-1.39e+04
213.07,-0.00,400.00,43.65,10.46,2,-1.37e+04
228.35,-0.00,400.00,49.53,10.46,2,-1.35e+04
259.11,-0.00,400.00,46.13,10.46,2,-1.32e+04
248.90,-0.00,400.00,48.69,10.79,2,-1.29e+04
262.71,-0.00,400.00,46.51,10.79,2,-1.27e+04
250.95,-0.00,400.00,41.65,10.79,2,-1.24e+04
224.73,-0.00,400.00,42.46,10.79,2,-1.22e+04
238.31,-0.00,400.00,39.73,11.23,2,-1.20e+04
222.99,-0.00,400.00,38.16,11.23,2,-1.17e+04
214.17,-0.00,400.00,37.39,11.23,2,-1.15e+04
209.85,-0.00,400.00,32.16,11.23,2,-1.13e+04
188.05,-0.00,400.00,33.51,11.69,2,-1.11e+04
195.95,-0.00,400.00,36.29,11.69,2,-1.09e+04
212.20,-0.00,400.00,37.53,11.69,2,-1.07e+04
219.46,-0.00,400.00,36.12,11.69,2,-1.05e+04
213.12,-0.00,400.00,36.21,11.80,2,-1.03e+04
213.65,-0.00,400.00,35.56,11.80,2,-1.01e+04
209.81,-0.00,400.00,25.76,11.80,2,-9.87e+03
151.99,-0.00,400.00,24.68,11.80,2,-9.72e+03
137.18,-0.00,400.00,28.14,11.12,2,-9.58e+03
156.41,-0.00,400.00,25.71,11.12,2,-9.43e+03
142.90,-0.00,400.00,24.87,11.12,2,-9.28e+03
138.23,-0.00,400.00,24.86,11.12,2,-9.15e+03
128.68,-0.00,400.00,31.51,10.35,2,-9.02e+03
163.10,-0.00,400.00,33.11,10.35,2,-8.85e+03
171.39,-0.00,400.00,38.02,10.35,2,-8.68e+03
196.80,-0.00,400.00,30.05,10.35,2,-8.49e+03
140.98,-0.00,400.00,33.09,9.38,2,-8.34e+03
155.24,-0.00,400.00,37.34,9.38,2,-8.19e+03
175.18,-0.00,400.00,38.01,9.38,2,-8.01e+03
178.32,-0.00,400.00,27.38,9.38,2,-7.84e+03
102.57,-0.00,400.00,32.36,7.49,2,-7.73e+03
121.22,-0.00,400.00,37.47,7.49,2,-7.61e+03
140.36,-0.00,400.00,39.64,7.49,2,-7.47e+03
148.49,-0.00,400.00,30.56,7.49,2,-7.32e+03
45.72,-0.00,400.00,33.24,2.99,2,-7.28e+03
49.73,-0.00,400.00,37.08,2.99,2,-7.23e+03
55.47,-0.00,400.00,40.26,2.99,2,-7.17e+03
60.23,-0.00,400.00,43.39,2.99,2,-7.11e+03
3.19,-0.00,400.00,50.06,0.15,2,-7.11e+03
3.69,-0.00,400.00,61.81,0.15,2,-7.10e+03
4.55,-0.00,400.00,64.75,0.15,2,-7.10e+03
4.77,-0.00,400.00,48.58,0.15,2,-7.10e+03
0.00,-0.00,400.00,50.95,0.00,2,-7.10e+03
0.00,-0.00,400.00,50.95,0.00,2,-7.10e+03
