solar_reward,grid_reward,soc,curr_lmp,net_load,a,total_rwd
0.00,-1114.75,25.00,44.29,-25.00,2,-1.11e+03
0.00,-1107.25,50.00,43.40,-25.00,2,-2.22e+03
0.00,-1085.00,75.00,32.92,-25.00,2,-3.31e+03
0.00,-823.00,100.00,44.10,-25.00,2,-4.13e+03
0.00,-1102.50,125.00,44.18,-25.00,2,-5.23e+03
0.00,-1104.50,150.00,44.27,-25.00,2,-6.34e+03
0.00,-1106.75,175.00,33.86,-25.00,2,-7.44e+03
0.00,-846.50,200.00,43.60,-25.00,2,-8.29e+03
0.00,-1090.00,225.00,40.94,-25.00,2,-9.38e+03
0.00,-1023.50,250.00,43.29,-25.00,2,-1.04e+04
0.00,-1082.25,275.00,37.84,-25.00,2,-1.15e+04
0.00,-946.00,300.00,39.65,-25.00,2,-1.24e+04
0.00,-991.25,325.00,46.22,-25.00,2,-1.34e+04
0.00,-1155.50,350.00,49.78,-25.00,2,-1.46e+04
0.00,1244.50,325.00,51.60,25.00,0,-1.33e+04
0.00,1290.00,300.00,45.15,25.00,0,-1.20e+04
0.00,-1128.75,325.00,59.51,-25.00,2,-1.32e+04
0.00,-1487.75,350.00,69.33,-25.00,2,-1.47e+04
0.00,1733.25,325.00,69.00,25.00,0,-1.29e+04
0.00,1725.00,300.00,70.58,25.00,0,-1.12e+04
0.00,-1763.67,325.00,71.36,-24.99,2,-1.30e+04
0.84,1784.00,300.00,80.96,25.02,0,-1.12e+04
0.95,2024.00,275.00,74.17,25.02,0,-9.16e+03
0.87,1854.25,250.00,83.68,25.02,0,-7.30e+03
368.22,2092.00,225.00,76.87,33.80,0,-4.84e+03
338.25,-0.00,225.00,55.29,8.80,1,-4.50e+03
0.00,-1138.96,250.00,31.71,-20.60,2,-5.64e+03
139.53,792.75,225.00,47.72,33.80,0,-4.71e+03
557.37,1193.00,200.00,41.82,48.36,0,-2.96e+03
488.46,1045.50,175.00,29.04,48.36,0,-1.43e+03
0.00,-386.81,200.00,-0.01,-13.32,2,-1.81e+03
-0.00,0.13,225.00,27.42,-13.32,2,-1.81e+03
0.00,-341.76,250.00,9.43,-12.46,2,-2.15e+03
0.00,-117.53,275.00,3.46,-12.46,2,-2.27e+03
0.00,-43.13,300.00,-10.06,-12.46,2,-2.31e+03
-0.00,125.39,325.00,0.01,-12.46,2,-2.19e+03
0.00,-0.14,350.00,-9.03,-14.45,2,-2.19e+03
-0.00,130.46,375.00,-16.26,-14.45,2,-2.06e+03
-0.00,234.91,400.00,-17.62,-14.45,2,-1.82e+03
-185.95,0.00,400.00,-17.34,21.11,2,-2.01e+03
-169.55,0.00,400.00,-19.01,19.56,2,-2.18e+03
-185.88,0.00,400.00,-20.45,19.56,2,-2.37e+03
-199.96,0.00,400.00,-20.76,19.56,2,-2.56e+03
-202.99,0.00,400.00,-20.87,19.56,2,-2.77e+03
-195.79,0.00,400.00,-20.86,18.76,2,-2.96e+03
-195.70,0.00,400.00,-24.97,18.76,2,-3.16e+03
-234.26,0.00,400.00,-32.72,18.76,2,-3.39e+03
-306.97,0.00,400.00,-32.71,18.76,2,-3.70e+03
-277.45,0.00,400.00,-33.35,16.96,2,-3.98e+03
-282.88,0.00,400.00,-35.39,16.96,2,-4.26e+03
-300.18,0.00,400.00,-43.48,16.96,2,-4.56e+03
-368.80,0.00,400.00,-32.84,16.96,2,-4.93e+03
-268.34,0.00,400.00,-33.52,16.34,2,-5.20e+03
-273.90,0.00,400.00,-32.94,16.34,2,-5.47e+03
-269.16,0.00,400.00,-43.55,16.34,2,-5.74e+03
-355.86,0.00,400.00,-35.70,16.34,2,-6.10e+03
-285.05,0.00,400.00,-30.77,15.97,2,-6.38e+03
-245.69,0.00,400.00,-26.00,15.97,2,-6.63e+03
-207.60,0.00,400.00,-29.38,15.97,2,-6.84e+03
-234.59,0.00,400.00,-24.86,15.97,2,-7.07e+03
-175.31,0.00,400.00,-21.05,14.10,2,-7.25e+03
-148.44,0.00,400.00,-19.73,14.10,2,-7.39e+03
-139.14,0.00,400.00,-16.36,14.10,2,-7.53e+03
-115.37,0.00,400.00,-15.95,14.10,2,-7.65e+03
-101.17,0.00,400.00,-3.00,12.69,2,-7.75e+03
-19.03,0.00,400.00,0.28,12.69,2,-7.77e+03
1.78,-0.00,400.00,39.30,12.69,2,-7.77e+03
249.28,-0.00,400.00,23.91,12.69,2,-7.52e+03
45.35,-0.00,400.00,36.17,3.79,2,-7.47e+03
68.61,-0.00,400.00,56.75,3.79,2,-7.40e+03
107.65,-0.00,400.00,76.18,3.79,2,-7.30e+03
144.50,1904.50,375.00,71.11,28.79,0,-5.25e+03
0.00,-1777.29,400.00,74.94,-24.99,2,-7.02e+03
