solar_reward,grid_reward,soc,curr_lmp,net_load,a,total_rwd
0.00,-1181.00,25.00,46.90,-25.00,2,-1.18e+03
0.00,-1172.50,50.00,45.95,-25.00,2,-2.35e+03
0.00,-1148.75,75.00,34.77,-25.00,2,-3.50e+03
0.00,-869.25,100.00,46.67,-25.00,2,-4.37e+03
0.00,-1166.75,125.00,46.72,-25.00,2,-5.54e+03
0.00,-1168.00,150.00,46.67,-25.00,2,-6.71e+03
0.00,-1166.75,175.00,35.71,-25.00,2,-7.87e+03
0.00,-892.75,200.00,46.12,-25.00,2,-8.77e+03
0.00,-1153.00,225.00,43.35,-25.00,2,-9.92e+03
0.00,-1083.75,250.00,45.78,-25.00,2,-1.10e+04
0.00,-1144.50,275.00,40.04,-25.00,2,-1.21e+04
0.00,-1001.00,300.00,41.77,-25.00,2,-1.31e+04
0.00,-1044.25,325.00,48.53,-25.00,2,-1.42e+04
0.00,-1213.25,350.00,52.22,-25.00,2,-1.54e+04
0.00,-1305.50,375.00,53.91,-25.00,2,-1.67e+04
0.00,-1347.75,400.00,47.49,-25.00,2,-1.81e+04
0.00,-0.00,400.00,62.44,0.00,2,-1.81e+04
0.00,-0.00,400.00,72.63,0.00,2,-1.81e+04
0.00,-0.00,400.00,72.42,0.00,2,-1.81e+04
0.00,-0.00,400.00,74.52,0.00,2,-1.81e+04
0.00,-0.00,400.00,75.85,0.00,2,-1.81e+04
0.00,-0.00,400.00,86.11,0.00,2,-1.81e+04
0.00,-0.00,400.00,78.94,0.00,2,-1.81e+04
0.00,-0.00,400.00,83.68,0.00,2,-1.81e+04
249.50,-0.00,400.00,76.87,5.96,2,-1.78e+04
229.20,-0.00,400.00,55.29,5.96,2,-1.76e+04
164.85,-0.00,400.00,31.71,5.96,2,-1.74e+04
94.55,-0.00,400.00,50.62,5.96,2,-1.73e+04
558.47,-0.00,400.00,45.67,22.07,2,-1.68e+04
503.86,-0.00,400.00,48.74,22.07,2,-1.63e+04
537.73,-0.00,400.00,-0.01,22.07,2,-1.57e+04
-0.11,0.00,400.00,152.42,22.07,2,-1.57e+04
2163.93,3810.50,375.00,47.28,53.39,0,-9.75e+03
0.00,-510.76,400.00,26.51,-10.80,2,-1.03e+04
376.37,-0.00,400.00,-7.64,28.39,2,-9.88e+03
-108.47,0.00,400.00,32.44,28.39,2,-9.99e+03
326.22,-0.00,400.00,3.25,20.11,2,-9.66e+03
32.68,-0.00,400.00,-16.55,20.11,2,-9.63e+03
-166.43,0.00,400.00,-17.83,20.11,2,-9.80e+03
-179.30,0.00,400.00,-17.52,20.11,2,-9.98e+03
-142.36,0.00,400.00,-19.14,16.25,2,-1.01e+04
-155.52,0.00,400.00,-20.60,16.25,2,-1.03e+04
-167.39,0.00,400.00,-20.93,16.25,2,-1.04e+04
-170.07,0.00,400.00,-20.98,16.25,2,-1.06e+04
-124.87,0.00,400.00,-20.95,11.90,2,-1.07e+04
-124.69,0.00,400.00,-25.07,11.90,2,-1.09e+04
-149.21,0.00,400.00,-32.71,11.90,2,-1.10e+04
-194.68,0.00,400.00,-32.72,11.90,2,-1.12e+04
-171.25,0.00,400.00,-33.41,10.47,2,-1.14e+04
-174.86,0.00,400.00,-35.36,10.47,2,-1.16e+04
-185.06,0.00,400.00,-43.23,10.47,2,-1.17e+04
-226.25,0.00,400.00,-32.91,10.47,2,-1.20e+04
-159.93,0.00,400.00,-33.56,9.72,2,-1.21e+04
-163.09,0.00,400.00,-33.04,9.72,2,-1.23e+04
-160.56,0.00,400.00,-43.39,9.72,2,-1.24e+04
-210.86,0.00,400.00,-35.89,9.72,2,-1.27e+04
-191.95,0.00,400.00,-31.07,10.70,2,-1.28e+04
-166.17,0.00,400.00,-26.31,10.70,2,-1.30e+04
-140.71,0.00,400.00,-29.61,10.70,2,-1.32e+04
-158.36,0.00,400.00,-25.16,10.70,2,-1.33e+04
-204.26,0.00,400.00,-21.37,16.24,2,-1.35e+04
-173.49,0.00,400.00,-20.05,16.24,2,-1.37e+04
-162.78,0.00,400.00,-16.58,16.24,2,-1.39e+04
-134.61,0.00,400.00,-16.24,16.24,2,-1.40e+04
-184.75,0.00,400.00,-3.07,22.75,2,-1.42e+04
-34.93,0.00,400.00,0.28,22.75,2,-1.42e+04
3.19,-0.00,400.00,40.81,22.75,2,-1.42e+04
464.27,-0.00,400.00,25.28,22.75,2,-1.37e+04
126.56,-0.00,400.00,38.44,10.01,2,-1.36e+04
192.45,-0.00,400.00,60.64,10.01,2,-1.34e+04
303.59,-0.00,400.00,81.76,10.01,2,-1.31e+04
409.33,-0.00,400.00,77.76,10.01,2,-1.27e+04
2.04,-0.00,400.00,81.45,0.05,2,-1.27e+04
2.13,-0.00,400.00,86.97,0.05,2,-1.27e+04
2.28,-0.00,400.00,93.87,0.05,2,-1.27e+04
2.46,-0.00,400.00,108.43,0.05,2,-1.27e+04
0.00,-0.00,400.00,96.06,0.00,2,-1.27e+04
0.00,-0.00,400.00,91.51,0.00,2,-1.27e+04
0.00,-0.00,400.00,73.64,0.00,2,-1.27e+04
0.00,-0.00,400.00,82.07,0.00,2,-1.27e+04
0.00,-0.00,400.00,74.22,0.00,2,-1.27e+04
0.00,-0.00,400.00,68.44,0.00,2,-1.27e+04
0.00,-0.00,400.00,57.37,0.00,2,-1.27e+04
0.00,-0.00,400.00,77.22,0.00,2,-1.27e+04
0.00,-0.00,400.00,73.02,0.00,2,-1.27e+04
0.00,-0.00,400.00,66.62,0.00,2,-1.27e+04
0.00,-0.00,400.00,55.42,0.00,2,-1.27e+04
0.00,-0.00,400.00,72.68,0.00,2,-1.27e+04
0.00,-0.00,400.00,63.86,0.00,2,-1.27e+04
0.00,-0.00,400.00,60.87,0.00,2,-1.27e+04
0.00,-0.00,400.00,56.41,0.00,2,-1.27e+04
0.00,-0.00,400.00,73.72,0.00,2,-1.27e+04
0.00,-0.00,400.00,72.58,0.00,2,-1.27e+04
0.00,-0.00,400.00,71.50,0.00,2,-1.27e+04
0.00,-0.00,400.00,55.85,0.00,2,-1.27e+04
0.00,-0.00,400.00,64.67,0.00,2,-1.27e+04
0.00,-0.00,400.00,67.60,0.00,2,-1.27e+04
0.00,-0.00,400.00,67.61,0.00,2,-1.27e+04
0.00,-0.00,400.00,56.22,0.00,2,-1.27e+04
0.00,-0.00,400.00,67.17,0.00,2,-1.27e+04
0.00,-0.00,400.00,67.19,0.00,2,-1.27e+04
0.00,-0.00,400.00,69.67,0.00,2,-1.27e+04
0.00,-0.00,400.00,56.94,0.00,2,-1.27e+04
0.00,-0.00,400.00,66.21,0.00,2,-1.27e+04
0.00,-0.00,400.00,69.89,0.00,2,-1.27e+04
0.00,-0.00,400.00,70.02,0.00,2,-1.27e+04
0.00,-0.00,400.00,64.39,0.00,2,-1.27e+04
0.00,-0.00,400.00,60.12,0.00,2,-1.27e+04
0.00,-0.00,400.00,70.29,0.00,2,-1.27e+04
0.00,-0.00,400.00,71.15,0.00,2,-1.27e+04
0.00,-0.00,400.00,69.11,0.00,2,-1.27e+04
0.00,-0.00,400.00,71.12,0.00,2,-1.27e+04
0.00,-0.00,400.00,70.96,0.00,2,-1.27e+04
0.00,-0.00,400.00,78.17,0.00,2,-1.27e+04
0.00,-0.00,400.00,78.06,0.00,2,-1.27e+04
0.00,-0.00,400.00,80.39,0.00,2,-1.27e+04
0.00,-0.00,400.00,100.49,0.00,2,-1.27e+04
0.00,-0.00,400.00,112.77,0.00,2,-1.27e+04
0.00,-0.00,400.00,94.86,0.00,2,-1.27e+04
0.00,-0.00,400.00,80.83,0.00,2,-1.27e+04
258.80,-0.00,400.00,75.13,6.40,2,-1.24e+04
240.55,-0.00,400.00,53.89,6.40,2,-1.22e+04
172.55,-0.00,400.00,28.36,6.40,2,-1.20e+04
90.80,-0.00,400.00,50.42,6.40,2,-1.19e+04
580.49,-0.00,400.00,171.10,23.03,2,-1.14e+04
1969.90,4277.50,375.00,124.64,48.03,0,-5.11e+03
0.00,-1681.00,400.00,31.72,-13.49,2,-6.79e+03
365.20,-0.00,400.00,140.41,23.03,2,-6.43e+03
1739.10,3510.25,375.00,185.11,49.77,0,-1.18e+03
2292.75,4627.75,350.00,51.93,49.77,0,5.74e+03
0.00,-655.05,375.00,12.54,-12.61,2,5.09e+03
0.00,-158.18,400.00,30.70,-12.61,2,4.93e+03
356.74,-0.00,400.00,11.43,23.24,2,5.29e+03
132.82,-0.00,400.00,-16.69,23.24,2,5.42e+03
-193.94,0.00,400.00,-20.86,23.24,2,5.23e+03
-242.40,0.00,400.00,-20.91,23.24,2,4.98e+03
-155.09,0.00,400.00,-20.72,14.83,2,4.83e+03
-153.68,0.00,400.00,-21.11,14.83,2,4.68e+03
-156.57,0.00,400.00,-26.18,14.83,2,4.52e+03
-194.18,0.00,400.00,-20.87,14.83,2,4.32e+03
-139.79,0.00,400.00,-21.17,13.40,2,4.18e+03
-141.80,0.00,400.00,-21.42,13.40,2,4.04e+03
-143.47,0.00,400.00,-30.25,13.40,2,3.90e+03
-202.62,0.00,400.00,-23.90,13.40,2,3.70e+03
-156.70,0.00,400.00,-26.10,13.11,2,3.54e+03
-171.13,0.00,400.00,-26.74,13.11,2,3.37e+03
-175.33,0.00,400.00,-35.00,13.11,2,3.19e+03
-229.48,0.00,400.00,-23.38,13.11,2,2.96e+03
-151.65,0.00,400.00,-23.52,12.97,2,2.81e+03
-152.56,0.00,400.00,-23.86,12.97,2,2.66e+03
-154.77,0.00,400.00,-33.07,12.97,2,2.51e+03
-214.51,0.00,400.00,-22.74,12.97,2,2.29e+03
-157.34,0.00,400.00,-20.91,13.84,2,2.13e+03
-144.67,0.00,400.00,-20.92,13.84,2,1.99e+03
-144.74,0.00,400.00,-20.85,13.84,2,1.84e+03
-144.26,0.00,400.00,-20.52,13.84,2,1.70e+03
-185.57,0.00,400.00,-20.31,18.09,2,1.51e+03
-183.68,0.00,400.00,-13.26,18.09,2,1.33e+03
-119.92,0.00,400.00,-11.54,18.09,2,1.21e+03
-104.36,0.00,400.00,-7.57,18.09,2,1.11e+03
-96.04,0.00,400.00,-0.01,25.37,2,1.01e+03
-0.13,0.00,400.00,38.25,25.37,2,1.01e+03
485.26,-0.00,400.00,44.33,25.37,2,1.50e+03
562.40,-0.00,400.00,30.53,25.37,2,2.06e+03
172.95,-0.00,400.00,43.38,11.33,2,2.23e+03
245.75,-0.00,400.00,79.37,11.33,2,2.48e+03
449.63,-0.00,400.00,87.09,11.33,2,2.93e+03
493.36,-0.00,400.00,83.36,11.33,2,3.42e+03
3.16,-0.00,400.00,108.18,0.08,2,3.42e+03
4.09,-0.00,400.00,104.31,0.08,2,3.43e+03
3.95,-0.00,400.00,93.08,0.08,2,3.43e+03
3.52,-0.00,400.00,106.14,0.08,2,3.43e+03
0.00,-0.00,400.00,88.79,0.00,2,3.43e+03
0.00,-0.00,400.00,88.75,0.00,2,3.43e+03
0.00,-0.00,400.00,80.63,0.00,2,3.43e+03
0.00,-0.00,400.00,101.86,0.00,2,3.43e+03
0.00,-0.00,400.00,87.39,0.00,2,3.43e+03
0.00,-0.00,400.00,84.31,0.00,2,3.43e+03
0.00,-0.00,400.00,68.77,0.00,2,3.43e+03
0.00,-0.00,400.00,93.08,0.00,2,3.43e+03
0.00,-0.00,400.00,81.32,0.00,2,3.43e+03
0.00,-0.00,400.00,78.04,0.00,2,3.43e+03
0.00,-0.00,400.00,66.71,0.00,2,3.43e+03
0.00,-0.00,400.00,85.02,0.00,2,3.43e+03
0.00,-0.00,400.00,69.01,0.00,2,3.43e+03
0.00,-0.00,400.00,62.96,0.00,2,3.43e+03
0.00,-0.00,400.00,51.76,0.00,2,3.43e+03
0.00,-0.00,400.00,87.21,0.00,2,3.43e+03
0.00,-0.00,400.00,70.74,0.00,2,3.43e+03
0.00,-0.00,400.00,84.44,0.00,2,3.43e+03
0.00,-0.00,400.00,64.04,0.00,2,3.43e+03
0.00,-0.00,400.00,83.68,0.00,2,3.43e+03
0.00,-0.00,400.00,77.43,0.00,2,3.43e+03
0.00,-0.00,400.00,83.75,0.00,2,3.43e+03
0.00,-0.00,400.00,75.99,0.00,2,3.43e+03
0.00,-0.00,400.00,84.68,0.00,2,3.43e+03
0.00,-0.00,400.00,84.05,0.00,2,3.43e+03
0.00,-0.00,400.00,84.04,0.00,2,3.43e+03
0.00,-0.00,400.00,76.28,0.00,2,3.43e+03
0.00,-0.00,400.00,88.34,0.00,2,3.43e+03
0.00,-0.00,400.00,89.97,0.00,2,3.43e+03
0.00,-0.00,400.00,91.57,0.00,2,3.43e+03
0.00,-0.00,400.00,86.77,0.00,2,3.43e+03
0.00,-0.00,400.00,82.08,0.00,2,3.43e+03
0.00,-0.00,400.00,98.83,0.00,2,3.43e+03
0.00,-0.00,400.00,95.25,0.00,2,3.43e+03
0.00,-0.00,400.00,103.31,0.00,2,3.43e+03
0.00,-0.00,400.00,98.48,0.00,2,3.43e+03
0.00,-0.00,400.00,104.06,0.00,2,3.43e+03
0.00,-0.00,400.00,115.43,0.00,2,3.43e+03
0.00,-0.00,400.00,121.96,0.00,2,3.43e+03
0.00,-0.00,400.00,118.18,0.00,2,3.43e+03
0.00,-0.00,400.00,151.16,0.00,2,3.43e+03
0.00,3779.00,375.00,193.89,25.00,0,7.21e+03
0.00,4847.25,350.00,264.09,25.00,0,1.21e+04
0.00,6602.25,325.00,257.60,25.00,0,1.87e+04
955.19,6440.00,300.00,263.68,32.42,0,2.61e+04
977.74,6592.00,275.00,121.69,32.42,0,3.36e+04
0.00,-2591.02,300.00,57.81,-21.29,2,3.10e+04
0.00,-1230.89,325.00,78.97,-21.29,2,2.98e+04
0.00,-944.98,350.00,52.94,-11.97,2,2.89e+04
