solar_reward,grid_reward,soc,curr_lmp,net_load,a,total_rwd
0.00,-1067.24,25.00,41.56,-25.00,2,-1.07e+03
0.00,-1038.99,50.00,40.13,-25.00,2,-2.11e+03
0.00,-1003.24,75.00,39.25,-25.00,2,-3.11e+03
0.01,981.25,50.00,41.87,25.00,0,-2.13e+03
0.00,-1037.31,75.00,41.78,-24.77,2,-3.17e+03
0.00,-1035.08,100.00,41.27,-24.77,2,-4.20e+03
9.30,1031.75,75.00,40.23,25.45,0,-3.16e+03
0.00,-996.68,100.00,40.87,-24.77,2,-4.16e+03
0.00,-937.24,125.00,40.79,-22.93,2,-5.09e+03
0.00,-935.41,150.00,40.68,-22.93,2,-6.03e+03
84.11,1017.00,125.00,39.76,29.14,0,-4.93e+03
82.21,994.00,100.00,40.10,29.14,0,-3.85e+03
175.71,1002.50,75.00,40.36,33.76,0,-2.67e+03
176.85,1009.00,50.00,40.89,33.76,0,-1.49e+03
179.17,1022.25,25.00,41.44,33.76,0,-2.86e+02
181.58,1036.00,0.00,42.38,33.76,0,9.31e+02
221.70,0.00,0.00,43.33,10.46,0,1.15e+03
226.67,0.00,0.00,46.24,10.46,0,1.38e+03
241.90,0.00,0.00,51.93,10.46,0,1.62e+03
271.66,0.00,0.00,49.26,10.46,0,1.89e+03
265.79,0.00,0.00,51.48,10.79,0,2.16e+03
277.77,0.00,0.00,48.78,10.79,0,2.44e+03
263.20,0.00,0.00,43.24,10.79,0,2.70e+03
233.31,0.00,0.00,42.45,10.79,0,2.93e+03
0.00,-823.00,25.00,37.29,-19.39,2,2.11e+03
0.00,-722.96,50.00,29.54,-19.39,2,1.39e+03
0.00,-572.71,75.00,17.57,-19.39,2,8.15e+02
0.00,-340.64,100.00,21.96,-19.39,2,4.74e+02
0.00,-420.59,125.00,15.78,-19.15,2,5.36e+01
0.00,-302.23,150.00,16.82,-19.15,2,-2.49e+02
0.00,-322.15,175.00,11.77,-19.15,2,-5.71e+02
0.00,-225.43,200.00,19.84,-19.15,2,-7.96e+02
0.00,-378.94,225.00,19.97,-19.10,2,-1.18e+03
0.00,-381.42,250.00,18.58,-19.10,2,-1.56e+03
0.00,-354.87,275.00,22.55,-19.10,2,-1.91e+03
0.00,-430.70,300.00,23.78,-19.10,2,-2.34e+03
0.00,-462.33,325.00,21.51,-19.44,2,-2.80e+03
0.00,-418.19,350.00,24.37,-19.44,2,-3.22e+03
0.00,-473.80,375.00,25.37,-19.44,2,-3.70e+03
0.00,-493.24,400.00,25.31,-19.44,2,-4.19e+03
131.01,-0.00,400.00,23.11,10.35,2,-4.06e+03
119.62,-0.00,400.00,31.51,10.35,2,-3.94e+03
163.10,-0.00,400.00,33.79,10.35,2,-3.78e+03
174.91,-0.00,400.00,26.15,10.35,2,-3.60e+03
122.68,-0.00,400.00,33.97,9.38,2,-3.48e+03
159.37,-0.00,400.00,37.26,9.38,2,-3.32e+03
174.80,-0.00,400.00,36.36,9.38,2,-3.14e+03
170.58,-0.00,400.00,28.45,9.38,2,-2.97e+03
106.57,-0.00,400.00,33.89,7.49,2,-2.87e+03
126.95,-0.00,400.00,39.10,7.49,2,-2.74e+03
146.47,-0.00,400.00,41.48,7.49,2,-2.59e+03
155.38,-0.00,400.00,32.70,7.49,2,-2.44e+03
48.92,-0.00,400.00,35.19,2.99,2,-2.39e+03
52.65,-0.00,400.00,39.27,2.99,2,-2.34e+03
58.75,981.75,375.00,42.74,27.99,0,-1.30e+03
63.94,1068.50,350.00,46.68,27.99,0,-1.64e+02
3.44,1167.00,325.00,53.75,25.15,0,1.01e+03
3.96,1343.75,300.00,66.81,25.15,0,2.35e+03
4.92,1670.25,275.00,69.51,25.15,0,4.03e+03
5.12,1737.75,250.00,52.22,25.15,0,5.77e+03
0.00,1305.50,225.00,50.96,25.00,0,7.08e+03
0.00,1274.00,200.00,50.96,25.00,0,8.35e+03
0.00,1274.00,175.00,50.96,25.00,0,9.63e+03
0.00,1274.00,150.00,50.04,25.00,0,1.09e+04
0.00,1251.00,125.00,45.11,25.00,0,1.22e+04
0.00,-0.00,125.00,45.11,0.00,1,1.22e+04
0.00,1127.75,100.00,65.98,25.00,0,1.33e+04
0.00,1649.50,75.00,55.48,25.00,0,1.49e+04
0.01,1387.00,50.00,66.52,25.00,0,1.63e+04
0.01,1663.00,25.00,97.89,25.00,0,1.80e+04
0.02,2447.25,0.00,140.83,25.00,0,2.04e+04
0.02,0.00,0.00,87.15,0.00,0,2.04e+04
0.00,0.00,0.00,104.03,0.00,0,2.04e+04
0.00,0.00,0.00,104.07,0.00,0,2.04e+04
0.00,0.00,0.00,169.45,0.00,0,2.04e+04
0.00,0.00,0.00,78.74,0.00,0,2.04e+04
0.05,0.00,0.00,77.57,0.00,0,2.04e+04
0.05,0.00,0.00,72.30,0.00,1,2.04e+04
0.04,0.00,0.00,65.72,0.00,0,2.04e+04
0.04,0.00,0.00,76.00,0.00,1,2.04e+04
0.06,0.00,0.00,75.72,0.00,0,2.04e+04
0.06,0.00,0.00,72.26,0.00,1,2.04e+04
0.05,0.00,0.00,60.76,0.00,1,2.04e+04
0.05,0.00,0.00,59.15,0.00,1,2.04e+04
0.05,0.00,0.00,58.82,0.00,1,2.04e+04
0.05,0.00,0.00,55.12,0.00,0,2.04e+04
0.05,0.00,0.00,50.82,0.00,1,2.04e+04
0.05,0.00,0.00,57.97,0.00,1,2.04e+04
0.00,0.00,0.00,49.25,0.00,1,2.04e+04
0.00,0.00,0.00,46.48,0.00,1,2.04e+04
0.00,0.00,0.00,43.08,0.00,1,2.04e+04
0.00,-1077.00,25.00,52.92,-25.00,2,1.93e+04
0.00,1323.00,0.00,49.79,25.00,0,2.07e+04
0.00,0.00,0.00,45.69,0.00,1,2.07e+04
0.00,-1142.25,25.00,42.92,-25.00,2,1.95e+04
0.00,-1073.00,50.00,46.85,-25.00,2,1.85e+04
0.00,1171.25,25.00,44.24,25.00,0,1.96e+04
0.00,-1106.00,50.00,42.52,-25.00,2,1.85e+04
0.00,-1063.00,75.00,41.49,-25.00,2,1.75e+04
0.00,1037.25,50.00,42.46,25.00,0,1.85e+04
0.00,-1051.78,75.00,42.45,-24.77,2,1.74e+04
0.00,-1051.53,100.00,41.55,-24.77,2,1.64e+04
9.51,1038.75,75.00,41.56,25.46,0,1.74e+04
9.51,1039.00,50.00,43.00,25.46,0,1.85e+04
0.00,-993.27,75.00,44.25,-23.10,2,1.75e+04
0.00,-1022.14,100.00,43.62,-23.10,2,1.65e+04
0.00,-1007.59,125.00,42.22,-23.10,2,1.55e+04
80.25,1055.50,100.00,42.46,28.80,0,1.66e+04
149.02,1061.50,75.00,43.91,32.02,0,1.78e+04
154.11,1097.75,50.00,44.80,32.02,0,1.91e+04
157.24,1120.00,25.00,47.05,32.02,0,2.03e+04
165.13,1176.25,0.00,42.10,32.02,0,2.17e+04
193.02,0.00,0.00,44.61,9.17,0,2.19e+04
204.52,0.00,0.00,51.15,9.17,0,2.21e+04
234.51,0.00,0.00,58.78,9.17,0,2.23e+04
269.49,0.00,0.00,53.19,9.17,0,2.26e+04
288.06,0.00,0.00,55.43,10.83,0,2.29e+04
300.19,0.00,0.00,57.89,10.83,0,2.32e+04
