solar_reward,grid_reward,soc,curr_lmp,net_load,a,total_rwd
0.32,0.00,0.00,41.70,0.01,1,3.23e-01
0.00,-1042.19,25.00,40.37,-24.99,2,-1.04e+03
0.30,-0.00,25.00,39.25,0.01,1,-1.04e+03
0.29,-0.00,25.00,42.59,0.01,1,-1.04e+03
4.36,1064.75,0.00,42.58,25.20,0,2.78e+01
4.36,0.00,0.00,42.34,0.20,1,3.22e+01
4.34,0.00,0.00,41.36,0.20,1,3.65e+01
4.24,0.00,0.00,42.38,0.20,1,4.08e+01
0.00,-959.28,25.00,42.40,-22.64,2,-9.19e+02
0.00,-959.73,50.00,42.32,-22.64,2,-1.88e+03
0.00,-957.92,75.00,41.32,-22.64,2,-2.84e+03
0.00,-935.29,100.00,41.43,-22.64,2,-3.77e+03
203.04,1035.75,75.00,41.66,34.80,0,-2.53e+03
0.00,-837.33,100.00,42.18,-20.10,2,-3.37e+03
206.72,1054.50,75.00,42.74,34.80,0,-2.11e+03
0.00,-859.04,100.00,43.03,-20.10,2,-2.97e+03
232.76,1075.75,75.00,44.30,35.82,0,-1.66e+03
239.63,1107.50,50.00,47.42,35.82,0,-3.12e+02
256.51,1185.50,25.00,53.69,35.82,0,1.13e+03
290.43,1342.25,0.00,50.70,35.82,0,2.76e+03
284.53,0.00,0.00,53.35,11.22,1,3.05e+03
299.41,0.00,0.00,50.86,11.22,1,3.35e+03
285.43,0.00,0.00,45.30,11.22,1,3.63e+03
0.00,-878.27,25.00,42.46,-19.39,2,2.75e+03
239.74,-0.00,25.00,43.00,11.29,1,2.99e+03
242.79,-0.00,25.00,41.43,11.29,1,3.24e+03
233.93,-0.00,25.00,41.03,11.29,1,3.47e+03
231.67,-0.00,25.00,39.80,11.29,1,3.70e+03
0.00,-769.01,50.00,80.20,-19.32,2,2.93e+03
455.38,2005.00,25.00,48.26,36.36,0,5.39e+03
0.00,-932.48,50.00,80.17,-19.32,2,4.46e+03
455.21,2004.25,25.00,42.71,36.36,0,6.92e+03
0.00,-825.67,50.00,43.47,-19.33,2,6.09e+03
246.39,-0.00,50.00,42.88,11.34,1,6.34e+03
0.00,-828.95,75.00,37.55,-19.33,2,5.51e+03
0.00,-725.91,100.00,32.98,-19.33,2,4.79e+03
0.00,-639.58,125.00,34.51,-19.39,2,4.15e+03
0.00,-669.25,150.00,27.23,-19.39,2,3.48e+03
0.00,-528.07,175.00,30.49,-19.39,2,2.95e+03
170.96,762.25,150.00,26.27,36.21,0,3.88e+03
0.00,-518.52,175.00,38.44,-19.74,2,3.36e+03
0.00,-758.73,200.00,40.47,-19.74,2,2.61e+03
0.00,-798.80,225.00,46.45,-19.74,2,1.81e+03
244.42,1161.25,200.00,39.82,35.52,0,3.21e+03
0.00,-786.78,225.00,43.65,-19.76,2,2.43e+03
0.00,-862.46,250.00,48.95,-19.76,2,1.56e+03
