solar_reward,grid_reward,soc,curr_lmp,net_load,a,total_rwd
0.00,-974.25,25.00,37.64,-25.00,2,-9.74e+02
0.00,-941.00,50.00,36.54,-25.00,2,-1.92e+03
0.00,-913.50,75.00,35.48,-25.00,2,-2.83e+03
0.00,-887.00,100.00,38.26,-25.00,2,-3.72e+03
0.00,-956.50,125.00,38.21,-25.00,2,-4.67e+03
0.00,-955.25,150.00,38.11,-25.00,2,-5.63e+03
0.00,-952.75,175.00,37.34,-25.00,2,-6.58e+03
0.00,-933.50,200.00,38.26,-25.00,2,-7.51e+03
0.00,-956.50,225.00,38.27,-25.00,2,-8.47e+03
0.00,-956.75,250.00,38.18,-25.00,2,-9.43e+03
0.00,-954.50,275.00,37.28,-25.00,2,-1.04e+04
0.00,-932.00,300.00,37.50,-25.00,2,-1.13e+04
0.00,-937.50,325.00,37.71,-25.00,2,-1.23e+04
0.00,-942.75,350.00,38.24,-25.00,2,-1.32e+04
0.00,-956.00,375.00,38.78,-25.00,2,-1.41e+04
0.00,-969.50,400.00,39.44,-25.00,2,-1.51e+04
0.00,-0.00,400.00,40.73,0.00,2,-1.51e+04
0.00,-0.00,400.00,43.65,0.00,2,-1.51e+04
0.00,-0.00,400.00,49.53,0.00,2,-1.51e+04
0.00,-0.00,400.00,46.13,0.00,2,-1.51e+04
0.00,-0.00,400.00,48.69,0.00,2,-1.51e+04
0.00,-0.00,400.00,46.51,0.00,2,-1.51e+04
0.00,-0.00,400.00,41.65,0.00,2,-1.51e+04
0.00,-0.00,400.00,42.46,0.00,2,-1.51e+04
0.00,-0.00,400.00,39.73,0.00,2,-1.51e+04
0.00,-0.00,400.00,38.16,0.00,2,-1.51e+04
0.00,-0.00,400.00,37.39,0.00,2,-1.51e+04
0.00,-0.00,400.00,32.16,0.00,2,-1.51e+04
0.00,-0.00,400.00,33.51,0.00,2,-1.51e+04
0.00,-0.00,400.00,36.29,0.00,2,-1.51e+04
0.00,-0.00,400.00,37.53,0.00,2,-1.51e+04
0.00,-0.00,400.00,36.12,0.00,2,-1.51e+04
0.00,-0.00,400.00,36.21,0.00,2,-1.51e+04
0.00,-0.00,400.00,35.56,0.00,2,-1.51e+04
0.00,-0.00,400.00,25.76,0.00,2,-1.51e+04
0.00,-0.00,400.00,24.68,0.00,2,-1.51e+04
0.00,-0.00,400.00,28.14,0.00,2,-1.51e+04
0.00,-0.00,400.00,25.71,0.00,2,-1.51e+04
0.00,-0.00,400.00,24.87,0.00,2,-1.51e+04
0.00,-0.00,400.00,24.86,0.00,2,-1.51e+04
0.00,-0.00,400.00,31.51,0.00,2,-1.51e+04
0.00,-0.00,400.00,33.11,0.00,2,-1.51e+04
0.00,-0.00,400.00,38.02,0.00,2,-1.51e+04
0.00,-0.00,400.00,30.05,0.00,2,-1.51e+04
0.00,-0.00,400.00,33.09,0.00,2,-1.51e+04
0.00,-0.00,400.00,37.34,0.00,2,-1.51e+04
0.00,-0.00,400.00,38.01,0.00,2,-1.51e+04
0.00,-0.00,400.00,27.38,0.00,2,-1.51e+04
0.00,-0.00,400.00,32.36,0.00,2,-1.51e+04
0.00,-0.00,400.00,37.47,0.00,2,-1.51e+04
0.00,-0.00,400.00,39.64,0.00,2,-1.51e+04
0.00,-0.00,400.00,30.56,0.00,2,-1.51e+04
0.00,-0.00,400.00,33.24,0.00,2,-1.51e+04
0.00,-0.00,400.00,37.08,0.00,2,-1.51e+04
0.00,-0.00,400.00,40.26,0.00,2,-1.51e+04
0.00,-0.00,400.00,43.39,0.00,2,-1.51e+04
0.00,-0.00,400.00,50.06,0.00,2,-1.51e+04
0.00,-0.00,400.00,61.81,0.00,2,-1.51e+04
0.00,-0.00,400.00,64.75,0.00,2,-1.51e+04
0.00,-0.00,400.00,48.58,0.00,2,-1.51e+04
0.00,-0.00,400.00,50.95,0.00,2,-1.51e+04
0.00,-0.00,400.00,50.95,0.00,2,-1.51e+04
0.00,-0.00,400.00,50.95,0.00,2,-1.51e+04
0.00,-0.00,400.00,48.49,0.00,2,-1.51e+04
0.00,-0.00,400.00,40.64,0.00,2,-1.51e+04
0.00,-0.00,400.00,40.64,0.00,2,-1.51e+04
0.00,-0.00,400.00,59.93,0.00,2,-1.51e+04
0.00,-0.00,400.00,49.92,0.00,2,-1.51e+04
0.00,-0.00,400.00,60.19,0.00,2,-1.51e+04
0.00,-0.00,400.00,89.08,0.00,2,-1.51e+04
0.00,-0.00,400.00,127.62,0.00,1,-1.51e+04
0.00,3190.50,375.00,78.15,25.00,0,-1.19e+04
0.00,-0.00,375.00,92.19,0.00,1,-1.19e+04
0.00,-0.00,375.00,92.23,0.00,1,-1.19e+04
0.00,-0.00,375.00,169.45,0.00,1,-1.19e+04
0.00,4236.25,350.00,71.55,25.00,0,-7.69e+03
0.00,-1788.75,375.00,70.74,-25.00,2,-9.48e+03
0.00,-1768.50,400.00,65.89,-25.00,2,-1.12e+04
0.00,-0.00,400.00,59.30,0.00,2,-1.12e+04
0.00,-0.00,400.00,70.38,0.00,2,-1.12e+04
0.00,-0.00,400.00,70.08,0.00,2,-1.12e+04
0.00,-0.00,400.00,65.75,0.00,2,-1.12e+04
0.00,-0.00,400.00,53.62,0.00,2,-1.12e+04
0.00,-0.00,400.00,53.48,0.00,2,-1.12e+04
0.00,-0.00,400.00,53.11,0.00,2,-1.12e+04
0.00,-0.00,400.00,49.87,0.00,2,-1.12e+04
0.00,-0.00,400.00,45.78,0.00,2,-1.12e+04
0.00,-0.00,400.00,53.66,0.00,2,-1.12e+04
0.00,-0.00,400.00,46.01,0.00,2,-1.12e+04
0.00,-0.00,400.00,43.20,0.00,2,-1.12e+04
0.00,-0.00,400.00,39.74,0.00,2,-1.12e+04
0.00,-0.00,400.00,50.74,0.00,2,-1.12e+04
0.00,-0.00,400.00,46.93,0.00,2,-1.12e+04
0.00,-0.00,400.00,42.90,0.00,2,-1.12e+04
0.00,-0.00,400.00,40.08,0.00,2,-1.12e+04
0.00,-0.00,400.00,44.26,0.00,2,-1.12e+04
0.00,-0.00,400.00,41.79,0.00,2,-1.12e+04
0.00,-0.00,400.00,40.01,0.00,2,-1.12e+04
0.00,-0.00,400.00,38.72,0.00,2,-1.12e+04
0.00,-0.00,400.00,40.40,0.00,2,-1.12e+04
0.00,-0.00,400.00,40.52,0.00,2,-1.12e+04
0.00,-0.00,400.00,39.61,0.00,2,-1.12e+04
0.00,-0.00,400.00,39.48,0.00,2,-1.12e+04
0.00,-0.00,400.00,41.35,0.00,2,-1.12e+04
0.00,-0.00,400.00,42.60,0.00,2,-1.12e+04
0.00,-0.00,400.00,41.92,0.00,2,-1.12e+04
0.00,-0.00,400.00,40.53,0.00,2,-1.12e+04
0.00,-0.00,400.00,41.09,0.00,2,-1.12e+04
0.00,-0.00,400.00,42.75,0.00,2,-1.12e+04
0.00,-0.00,400.00,43.50,0.00,2,-1.12e+04
0.00,-0.00,400.00,45.79,0.00,2,-1.12e+04
0.00,-0.00,400.00,40.92,0.00,2,-1.12e+04
0.00,-0.00,400.00,43.31,0.00,2,-1.12e+04
0.00,-0.00,400.00,49.51,0.00,2,-1.12e+04
0.00,-0.00,400.00,57.11,0.00,2,-1.12e+04
0.00,-0.00,400.00,50.25,0.00,2,-1.12e+04
0.00,-0.00,400.00,52.43,0.00,2,-1.12e+04
0.00,-0.00,400.00,55.41,0.00,2,-1.12e+04
0.00,-0.00,400.00,43.71,0.00,2,-1.12e+04
0.00,-0.00,400.00,49.48,0.00,2,-1.12e+04
0.00,-0.00,400.00,43.78,0.00,2,-1.12e+04
0.00,-0.00,400.00,41.46,0.00,2,-1.12e+04
0.00,-0.00,400.00,38.37,0.00,2,-1.12e+04
0.00,-0.00,400.00,37.77,0.00,2,-1.12e+04
0.00,-0.00,400.00,36.44,0.00,2,-1.12e+04
0.00,-0.00,400.00,38.24,0.00,2,-1.12e+04
0.00,-0.00,400.00,38.09,0.00,2,-1.12e+04
0.00,-0.00,400.00,38.85,0.00,2,-1.12e+04
0.00,-0.00,400.00,38.66,0.00,2,-1.12e+04
0.00,-0.00,400.00,38.52,0.00,2,-1.12e+04
0.00,-0.00,400.00,38.30,0.00,2,-1.12e+04
0.00,-0.00,400.00,40.54,0.00,2,-1.12e+04
0.00,-0.00,400.00,39.43,0.00,2,-1.12e+04
0.00,-0.00,400.00,38.49,0.00,2,-1.12e+04
0.00,-0.00,400.00,39.08,0.00,2,-1.12e+04
0.00,-0.00,400.00,38.04,0.00,2,-1.12e+04
0.00,-0.00,400.00,38.10,0.00,2,-1.12e+04
0.00,-0.00,400.00,37.76,0.00,2,-1.12e+04
0.00,-0.00,400.00,38.32,0.00,2,-1.12e+04
0.00,-0.00,400.00,38.76,0.00,2,-1.12e+04
0.00,-0.00,400.00,38.70,0.00,2,-1.12e+04
0.00,-0.00,400.00,38.72,0.00,2,-1.12e+04
0.00,-0.00,400.00,39.88,0.00,2,-1.12e+04
0.00,-0.00,400.00,34.31,0.00,2,-1.12e+04
0.00,-0.00,400.00,37.65,0.00,2,-1.12e+04
0.00,-0.00,400.00,38.61,0.00,2,-1.12e+04
0.00,-0.00,400.00,38.97,0.00,2,-1.12e+04
0.00,-0.00,400.00,30.51,0.00,2,-1.12e+04
0.00,-0.00,400.00,31.66,0.00,2,-1.12e+04
0.00,-0.00,400.00,33.80,0.00,2,-1.12e+04
0.00,-0.00,400.00,34.36,0.00,2,-1.12e+04
0.00,-0.00,400.00,32.26,0.00,2,-1.12e+04
0.00,-0.00,400.00,34.74,0.00,2,-1.12e+04
0.00,-0.00,400.00,36.18,0.00,2,-1.12e+04
0.00,-0.00,400.00,36.89,0.00,2,-1.12e+04
0.00,-0.00,400.00,35.90,0.00,2,-1.12e+04
0.00,-0.00,400.00,35.12,0.00,2,-1.12e+04
0.00,-0.00,400.00,37.85,0.00,2,-1.12e+04
0.00,-0.00,400.00,41.74,0.00,2,-1.12e+04
0.00,-0.00,400.00,33.92,0.00,2,-1.12e+04
0.00,-0.00,400.00,34.78,0.00,2,-1.12e+04
0.00,-0.00,400.00,38.28,0.00,2,-1.12e+04
0.00,-0.00,400.00,40.53,0.00,2,-1.12e+04
0.00,-0.00,400.00,45.45,0.00,2,-1.12e+04
0.00,-0.00,400.00,37.05,0.00,2,-1.12e+04
0.00,-0.00,400.00,33.55,0.00,2,-1.12e+04
0.00,-0.00,400.00,49.54,0.00,2,-1.12e+04
0.00,-0.00,400.00,51.75,0.00,2,-1.12e+04
0.00,-0.00,400.00,59.52,0.00,2,-1.12e+04
0.00,-0.00,400.00,53.49,0.00,2,-1.12e+04
0.00,-0.00,400.00,49.78,0.00,2,-1.12e+04
0.00,-0.00,400.00,53.65,0.00,2,-1.12e+04
0.00,-0.00,400.00,54.22,0.00,2,-1.12e+04
0.00,-0.00,400.00,48.65,0.00,2,-1.12e+04
0.00,-0.00,400.00,36.58,0.00,2,-1.12e+04
0.00,-0.00,400.00,49.50,0.00,2,-1.12e+04
0.00,-0.00,400.00,44.99,0.00,2,-1.12e+04
0.00,-0.00,400.00,40.68,0.00,2,-1.12e+04
0.00,-0.00,400.00,36.77,0.00,2,-1.12e+04
0.00,-0.00,400.00,47.79,0.00,2,-1.12e+04
0.00,-0.00,400.00,42.88,0.00,2,-1.12e+04
0.00,-0.00,400.00,37.16,0.00,2,-1.12e+04
0.00,-0.00,400.00,36.78,0.00,2,-1.12e+04
0.00,-0.00,400.00,41.35,0.00,2,-1.12e+04
0.00,-0.00,400.00,38.28,0.00,2,-1.12e+04
0.00,-0.00,400.00,37.75,0.00,2,-1.12e+04
0.00,-0.00,400.00,36.95,0.00,2,-1.12e+04
0.00,-0.00,400.00,46.14,0.00,2,-1.12e+04
0.00,-0.00,400.00,43.48,0.00,2,-1.12e+04
0.00,-0.00,400.00,39.17,0.00,2,-1.12e+04
0.00,-0.00,400.00,37.77,0.00,2,-1.12e+04
0.00,-0.00,400.00,40.57,0.00,2,-1.12e+04
0.00,-0.00,400.00,38.66,0.00,2,-1.12e+04
0.00,-0.00,400.00,37.98,0.00,2,-1.12e+04
0.00,-0.00,400.00,33.85,0.00,2,-1.12e+04
0.00,-0.00,400.00,34.80,0.00,2,-1.12e+04
0.00,-0.00,400.00,39.02,0.00,2,-1.12e+04
0.00,-0.00,400.00,37.32,0.00,2,-1.12e+04
0.00,-0.00,400.00,37.43,0.00,2,-1.12e+04
0.00,-0.00,400.00,38.34,0.00,2,-1.12e+04
0.00,-0.00,400.00,37.82,0.00,2,-1.12e+04
0.00,-0.00,400.00,38.16,0.00,2,-1.12e+04
0.00,-0.00,400.00,37.44,0.00,2,-1.12e+04
0.00,-0.00,400.00,38.95,0.00,2,-1.12e+04
0.00,-0.00,400.00,39.30,0.00,2,-1.12e+04
0.00,-0.00,400.00,39.43,0.00,2,-1.12e+04
0.00,-0.00,400.00,39.58,0.00,2,-1.12e+04
0.00,-0.00,400.00,43.26,0.00,2,-1.12e+04
0.00,-0.00,400.00,43.96,0.00,2,-1.12e+04
0.00,-0.00,400.00,46.27,0.00,2,-1.12e+04
0.00,-0.00,400.00,52.16,0.00,2,-1.12e+04
0.00,-0.00,400.00,43.97,0.00,2,-1.12e+04
0.00,-0.00,400.00,44.81,0.00,2,-1.12e+04
0.00,-0.00,400.00,44.81,0.00,2,-1.12e+04
0.00,-0.00,400.00,44.71,0.00,2,-1.12e+04
0.00,-0.00,400.00,42.68,0.00,2,-1.12e+04
0.00,-0.00,400.00,37.97,0.00,2,-1.12e+04
0.00,-0.00,400.00,33.17,0.00,2,-1.12e+04
0.00,-0.00,400.00,23.37,0.00,2,-1.12e+04
0.00,-0.00,400.00,36.56,0.00,2,-1.12e+04
0.00,-0.00,400.00,32.55,0.00,2,-1.12e+04
0.00,-0.00,400.00,27.58,0.00,2,-1.12e+04
0.00,-0.00,400.00,33.13,0.00,2,-1.12e+04
0.00,-0.00,400.00,31.66,0.00,2,-1.12e+04
0.00,-0.00,400.00,35.17,0.00,2,-1.12e+04
0.00,-0.00,400.00,33.89,0.00,2,-1.12e+04
0.00,-0.00,400.00,34.48,0.00,2,-1.12e+04
0.00,-0.00,400.00,28.58,0.00,2,-1.12e+04
0.00,-0.00,400.00,25.33,0.00,2,-1.12e+04
0.00,-0.00,400.00,23.76,0.00,2,-1.12e+04
0.00,-0.00,400.00,24.51,0.00,2,-1.12e+04
0.00,-0.00,400.00,24.89,0.00,2,-1.12e+04
0.00,-0.00,400.00,30.40,0.00,2,-1.12e+04
0.00,-0.00,400.00,26.26,0.00,2,-1.12e+04
0.00,-0.00,400.00,24.58,0.00,2,-1.12e+04
0.00,-0.00,400.00,23.52,0.00,2,-1.12e+04
0.00,-0.00,400.00,29.47,0.00,2,-1.12e+04
0.00,-0.00,400.00,30.10,0.00,2,-1.12e+04
0.00,-0.00,400.00,34.21,0.00,2,-1.12e+04
0.00,-0.00,400.00,22.95,0.00,2,-1.12e+04
0.00,-0.00,400.00,26.20,0.00,2,-1.12e+04
0.00,-0.00,400.00,30.59,0.00,2,-1.12e+04
0.00,-0.00,400.00,30.20,0.00,2,-1.12e+04
0.00,-0.00,400.00,29.56,0.00,2,-1.12e+04
0.00,-0.00,400.00,29.56,0.00,2,-1.12e+04
0.00,-0.00,400.00,35.56,0.00,2,-1.12e+04
0.00,-0.00,400.00,37.25,0.00,2,-1.12e+04
0.00,-0.00,400.00,29.31,0.00,2,-1.12e+04
0.00,-0.00,400.00,30.05,0.00,2,-1.12e+04
0.00,-0.00,400.00,36.58,0.00,2,-1.12e+04
0.00,-0.00,400.00,38.56,0.00,2,-1.12e+04
0.00,-0.00,400.00,27.09,0.00,2,-1.12e+04
0.00,-0.00,400.00,29.72,0.00,2,-1.12e+04
0.00,-0.00,400.00,37.06,0.00,2,-1.12e+04
0.00,-0.00,400.00,43.38,0.00,2,-1.12e+04
0.00,-0.00,400.00,36.13,0.00,2,-1.12e+04
0.00,-0.00,400.00,36.88,0.00,2,-1.12e+04
0.00,-0.00,400.00,43.90,0.00,2,-1.12e+04
0.00,-0.00,400.00,57.43,0.00,2,-1.12e+04
0.00,-0.00,400.00,36.29,0.00,2,-1.12e+04
