solar_reward,grid_reward,soc,curr_lmp,net_load,a,total_rwd
0.00,0.00,0.00,47.89,0.00,0,0.00e+00
0.00,-1197.25,25.00,46.86,-25.00,2,-1.20e+03
0.00,1171.50,0.00,35.43,25.00,0,-2.58e+01
0.00,-885.75,25.00,47.62,-25.00,2,-9.12e+02
0.00,1190.50,0.00,47.66,25.00,0,2.79e+02
0.00,-1191.50,25.00,47.66,-25.00,2,-9.12e+02
0.00,1191.50,0.00,36.33,25.00,0,2.79e+02
0.00,-908.25,25.00,47.01,-25.00,2,-6.29e+02
0.00,1175.25,0.00,44.13,25.00,0,5.46e+02
0.00,0.00,0.00,46.64,0.00,1,5.46e+02
0.00,0.00,0.00,40.67,0.00,0,5.46e+02
0.00,-1016.75,25.00,42.58,-25.00,2,-4.71e+02
0.00,1064.50,0.00,49.64,25.00,0,5.94e+02
0.00,0.00,0.00,53.45,0.00,1,5.94e+02
0.00,0.00,0.00,55.22,0.00,1,5.94e+02
0.00,0.00,0.00,48.56,0.00,1,5.94e+02
0.00,0.00,0.00,64.11,0.00,1,5.94e+02
0.00,0.00,0.00,74.51,0.00,0,5.94e+02
0.00,0.00,0.00,74.08,0.00,0,5.94e+02
0.00,0.00,0.00,76.65,0.00,0,5.94e+02
0.00,0.00,0.00,77.95,0.00,0,5.94e+02
0.00,0.00,0.00,88.90,0.00,0,5.94e+02
0.00,0.00,0.00,81.33,0.00,0,5.94e+02
0.00,0.00,0.00,83.68,0.00,0,5.94e+02
249.50,0.00,0.00,76.87,5.96,0,8.43e+02
229.20,0.00,0.00,55.29,5.96,0,1.07e+03
164.85,0.00,0.00,31.71,5.96,0,1.24e+03
0.00,-698.20,25.00,51.42,-22.02,2,5.39e+02
0.00,-718.21,50.00,45.68,-13.97,2,-1.79e+02
0.00,-638.03,75.00,37.01,-13.97,2,-8.17e+02
0.00,-516.94,100.00,-0.01,-13.97,2,-1.33e+03
-0.00,0.14,125.00,68.38,-13.97,2,-1.33e+03
0.00,-738.70,150.00,20.15,-10.80,2,-2.07e+03
0.00,-217.68,175.00,9.71,-10.80,2,-2.29e+03
0.00,-104.90,200.00,-10.49,-10.80,2,-2.40e+03
-0.00,113.32,225.00,9.15,-10.80,2,-2.28e+03
0.00,-136.74,250.00,-5.51,-14.94,2,-2.42e+03
-0.00,82.34,275.00,-17.02,-14.94,2,-2.34e+03
