solar_reward,grid_reward,soc,curr_lmp,net_load,a,total_rwd
0.00,-1065.43,25.00,41.20,-24.99,2,-1.07e+03
0.00,-1029.69,50.00,39.92,-24.99,2,-2.10e+03
0.00,-997.70,75.00,38.86,-24.99,2,-3.09e+03
0.00,-971.21,100.00,41.83,-24.99,2,-4.06e+03
4.28,-0.00,100.00,41.82,0.20,1,-4.06e+03
4.28,-0.00,100.00,41.67,0.20,1,-4.06e+03
0.00,-1037.48,125.00,40.79,-24.90,2,-5.09e+03
4.18,-0.00,125.00,41.73,0.20,1,-5.09e+03
98.68,-0.00,125.00,41.71,4.73,1,-4.99e+03
98.63,-0.00,125.00,41.63,4.73,1,-4.89e+03
98.45,-0.00,125.00,40.72,4.73,1,-4.79e+03
96.29,-0.00,125.00,40.92,4.73,1,-4.70e+03
200.54,-0.00,125.00,41.13,9.80,1,-4.50e+03
201.57,-0.00,125.00,41.63,9.80,1,-4.29e+03
204.02,-0.00,125.00,42.20,9.80,1,-4.09e+03
206.81,-0.00,125.00,42.78,9.80,1,-3.88e+03
231.41,-0.00,125.00,44.11,10.82,1,-3.65e+03
238.60,-0.00,125.00,47.23,10.82,1,-3.41e+03
255.48,-0.00,125.00,53.54,10.82,1,-3.16e+03
289.61,-0.00,125.00,50.27,10.82,1,-2.87e+03
282.12,-0.00,125.00,53.03,11.22,1,-2.59e+03
297.61,-0.00,125.00,50.60,11.22,1,-2.29e+03
283.97,-0.00,125.00,45.19,11.22,1,-2.00e+03
253.61,-0.00,125.00,42.46,11.22,1,-1.75e+03
239.74,-0.00,125.00,42.84,11.29,1,-1.51e+03
241.89,-0.00,125.00,41.31,11.29,1,-1.27e+03
233.25,-0.00,125.00,40.76,11.29,1,-1.04e+03
0.00,-788.86,150.00,36.40,-19.35,2,-1.83e+03
0.00,-703.32,175.00,49.60,-19.32,2,-2.53e+03
281.63,-0.00,175.00,42.34,11.36,1,-2.25e+03
240.41,-0.00,175.00,52.24,11.36,1,-2.01e+03
296.62,-0.00,175.00,40.19,11.36,1,-1.71e+03
227.80,-0.00,175.00,40.46,11.34,1,-1.48e+03
229.33,-0.00,175.00,39.73,11.34,1,-1.25e+03
225.19,-0.00,175.00,30.88,11.34,1,-1.03e+03
0.00,-596.97,200.00,28.60,-19.33,2,-1.62e+03
0.00,-554.64,225.00,31.72,-19.39,2,-2.18e+03
0.00,-615.15,250.00,27.69,-19.39,2,-2.79e+03
155.26,-0.00,250.00,29.59,11.21,1,-2.64e+03
0.00,-573.84,275.00,26.88,-19.39,2,-3.21e+03
0.00,-530.56,300.00,36.67,-19.74,2,-3.74e+03
192.96,-0.00,300.00,39.38,10.52,1,-3.55e+03
207.22,-0.00,300.00,44.99,10.52,1,-3.34e+03
236.74,-0.00,300.00,37.51,10.52,1,-3.11e+03
196.61,-0.00,300.00,41.76,10.48,1,-2.91e+03
218.89,-0.00,300.00,49.48,10.48,1,-2.69e+03
259.35,-0.00,300.00,47.44,10.48,1,-2.43e+03
248.66,-0.00,300.00,43.15,10.48,1,-2.18e+03
203.79,-0.00,300.00,45.72,9.45,1,-1.98e+03
215.92,-0.00,300.00,49.54,9.45,1,-1.76e+03
233.97,-0.00,300.00,51.42,9.45,1,-1.53e+03
242.84,-0.00,300.00,44.80,9.45,1,-1.29e+03
0.00,-1002.38,325.00,48.16,-22.37,2,-2.29e+03
0.00,-1077.56,350.00,51.58,-22.37,2,-3.37e+03
135.42,-0.00,350.00,50.86,5.25,1,-3.23e+03
133.53,-0.00,350.00,52.98,5.25,1,-3.10e+03
12.38,-0.00,350.00,68.54,0.47,1,-3.09e+03
16.02,-0.00,350.00,96.27,0.47,1,-3.07e+03
22.50,2406.75,325.00,94.91,25.47,0,-6.40e+02
22.18,2372.75,300.00,67.77,25.47,0,1.76e+03
0.00,-0.00,300.00,87.30,0.00,1,1.76e+03
0.00,2182.50,275.00,87.30,25.00,0,3.94e+03
0.00,2182.50,250.00,87.30,25.00,0,6.12e+03
0.00,2182.50,225.00,64.08,25.00,0,8.30e+03
0.00,-0.00,225.00,47.55,0.00,1,8.30e+03
0.00,-1188.75,250.00,47.55,-25.00,2,7.11e+03
0.00,-1188.75,275.00,104.55,-25.00,2,5.93e+03
0.00,2613.75,250.00,58.06,25.00,0,8.54e+03
0.00,-0.00,250.00,97.64,0.00,1,8.54e+03
0.00,2441.00,225.00,167.31,25.00,0,1.10e+04
0.00,4182.75,200.00,181.57,25.00,0,1.52e+04
0.00,4539.25,175.00,89.60,25.00,0,1.97e+04
0.00,2240.00,150.00,105.49,25.00,0,2.19e+04
0.00,2637.25,125.00,105.49,25.00,0,2.46e+04
0.00,2637.25,100.00,169.45,25.00,0,2.72e+04
0.00,4236.25,75.00,81.90,25.00,0,3.15e+04
0.00,-0.00,75.00,80.80,0.00,1,3.15e+04
0.00,2020.00,50.00,75.32,25.00,0,3.35e+04
0.00,-1883.00,75.00,67.67,-25.00,2,3.16e+04
0.00,1691.75,50.00,79.53,25.00,0,3.33e+04
0.00,-0.00,50.00,79.04,0.00,1,3.33e+04
0.00,1976.00,25.00,74.02,25.00,0,3.53e+04
0.00,-1850.50,50.00,60.52,-25.00,2,3.34e+04
0.00,-1513.00,75.00,59.33,-25.00,2,3.19e+04
0.00,-1483.25,100.00,58.78,-25.00,2,3.04e+04
